0.0503758443071	0.081	483.177980421	
0.100751688614	0.325	242.334635242	
0.151127532921	0.731	167.712774781	
0.201503377228	1.304	129.642816146	
0.251879221536	2.043	106.901950834	
0.302255065843	2.957	89.9947901301	
0.35263091015	4.07	72.6892282218	
0.403006754457	5.384	60.3692157845	
0.453382598764	6.908	51.2528943055	
0.503758443071	8.661	44.2330932736	
0.554134287378	10.657	38.6448102169	
0.604510131685	12.898	34.9244834007	
0.654885975993	15.372	33.3078254252	
0.705211444455	18.298	30.6086658141	
0.755637664607	21.687	24.547709751	
0.806013508914	24.736	24.4254600226	
0.856389353221	27.282	22.0816149251	
0.906765197528	29.818	21.549448558	
