0.0581259742005	0.098	584.585704707	
0.116251948401	0.395	261.804255509	
0.174377922602	0.889	171.065402069	
0.232503896802	1.588	135.323921148	
0.290629871003	2.494	113.565722662	
0.348755845203	3.623	94.7884894447	
0.406881819404	4.981	81.4040088103	
0.465007793604	6.588	71.192890835	
0.523133767805	8.463	63.1829176641	
0.581259742005	10.64	56.6690223951	
0.639385716206	13.139	51.7334921139	
0.697511690406	16.074	47.3969282711	
0.755637664607	20.159	40.5981315065	
0.813705512833	24.818	33.6615159475	
0.871889613008	28.615	28.1950876469	
