0.0581259742005	0.613	215.096660856	
0.0871889613008	1.38	149.671293598	
0.116251948401	2.461	116.509995083	
0.145314935501	3.881	89.3852777546	
0.174377922602	5.653	71.2918623788	
0.203440909702	7.79	58.598484696	
0.232503896802	10.321	49.17445604	
0.261566883902	13.19	45.0632667385	
0.290629871003	16.486	42.0443060779	
0.319692858103	20.258	39.6724282296	
0.348755845203	24.662	37.7987621114	
0.377818832303	30.426	32.1402454101	
0.406881819404	35.543	27.8899882716	
0.435944806504	39.626	24.2436348872	
