0.0503758443071	0.085	507.03862143	
0.100751688614	0.34	253.519310715	
0.151127532921	0.764	162.763658308	
0.201503377228	1.362	121.261914379	
0.251879221536	2.131	100.092570844	
0.302255065843	3.079	85.8258337208	
0.35263091015	4.241	66.3995922026	
0.403006754457	5.623	51.4449326651	
0.453382598764	7.225	40.9679494501	
0.503758443071	9.07	33.2130162595	
0.554134287378	11.145	27.1908838486	
0.604510131685	13.454	22.1332780011	
0.654885975993	15.884	19.743822764	
0.705211444455	18.465	18.4376772774	
0.755637664607	21.303	14.8539811631	
0.806013508914	23.932	16.9546573817	
