0.0465007793604	0.064	381.770256135	
0.0930015587208	0.257	255.507697465	
0.139502338081	0.579	172.691389299	
0.186003117442	1.031	128.126671248	
0.232503896802	1.615	105.865206672	
0.279004676163	2.33	90.2520999183	
0.325505455523	3.184	79.137792678	
0.372006234883	4.214	61.7621260501	
0.418507014244	5.407	49.620956128	
0.465007793604	6.772	40.6808310446	
0.511508572965	8.326	33.740437676	
0.558009352325	10.06	28.2132168012	
0.604510131685	11.967	23.4433736411	
0.650964410266	14.05	19.6415518027	
0.697511690406	16.186	18.2380211259	
0.744012469767	18.602	13.9929269874	
0.790513249127	20.803	15.1963297483	
