                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0886      0.0386       1.269      13.326      10.667              
         2.3        0.02      0.0514      0.0872      0.0374       1.227      12.884      10.494              
         4.5        0.04      0.1041      0.0856      0.0362       1.190      12.496      10.307              
         6.8        0.07      0.1576      0.0839      0.0352       1.156      12.142      10.104              
         9.0        0.09      0.2112      0.0821      0.0343       1.125      11.821       9.886              
        11.3        0.11      0.2645      0.0802      0.0334       1.097      11.520       9.653              
        13.5        0.13      0.3172      0.0781      0.0326       1.069      11.230       9.404              
        15.8        0.15      0.3687      0.0759      0.0318       1.043      10.954       9.139              
        18.0        0.18      0.4186      0.0736      0.0310       1.017      10.686       8.857              
        20.3        0.20      0.4662      0.0711      0.0302       0.993      10.430       8.558              
        22.5        0.22      0.5111      0.0685      0.0295       0.969      10.180       8.242              
        24.8        0.24      0.5531      0.0657      0.0288       0.946       9.932       7.911              
        27.0        0.26      0.5917      0.0628      0.0281       0.922       9.681       7.561              
        29.3        0.29      0.6265      0.0598      0.0273       0.897       9.424       7.194              
        31.6        0.31      0.6574      0.0566      0.0266       0.872       9.160       6.814              
        33.8        0.33      0.6850      0.0534      0.0258       0.845       8.881       6.425              
        36.1        0.35      0.7102      0.0501      0.0249       0.816       8.572       6.027              
        38.3        0.37      0.7330      0.0467      0.0239       0.783       8.227       5.619              
        40.6        0.40      0.7535      0.0432      0.0227       0.747       7.843       5.201              
        42.8        0.42      0.7705      0.0396      0.0215       0.707       7.427       4.771              
        45.1        0.44      0.7844      0.0360      0.0202       0.664       6.979       4.336              
        47.3        0.46      0.7955      0.0323      0.0188       0.617       6.483       3.890              
        49.6        0.48      0.8032      0.0285      0.0172       0.565       5.938       3.434              
        51.8        0.51      0.8059      0.0247      0.0155       0.509       5.351       2.970              
        54.1        0.53      0.7991      0.0207      0.0137       0.450       4.727       2.493              
        56.3        0.55      0.7794      0.0167      0.0118       0.388       4.075       2.012              
        58.6        0.57      0.7425      0.0126      0.0097       0.320       3.360       1.520              
        60.9        0.59      0.6677      0.0084      0.0075       0.247       2.597       1.017              
        63.1        0.62      0.4953      0.0042      0.0053       0.174       1.823       0.511              
        65.4        0.64     -0.0061      0.0000      0.0034       0.110       1.159      -0.004              
                                                                                                              
                                                                                                              
                                                                                                              
