                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0847      0.0298       0.036       1.142       1.133              
         0.8        0.02      0.0614      0.0834      0.0300       0.036       1.149       1.116              
         1.5        0.04      0.1200      0.0820      0.0301       0.037       1.155       1.096              
         2.3        0.07      0.1759      0.0804      0.0303       0.037       1.160       1.076              
         3.0        0.09      0.2289      0.0788      0.0304       0.037       1.164       1.054              
         3.8        0.11      0.2790      0.0770      0.0304       0.037       1.166       1.030              
         4.5        0.13      0.3261      0.0751      0.0305       0.037       1.168       1.004              
         5.3        0.15      0.3701      0.0730      0.0305       0.037       1.168       0.977              
         6.0        0.18      0.4111      0.0709      0.0304       0.037       1.166       0.948              
         6.8        0.20      0.4489      0.0686      0.0303       0.037       1.163       0.918              
         7.5        0.22      0.4836      0.0662      0.0302       0.037       1.157       0.885              
         8.3        0.24      0.5152      0.0636      0.0300       0.036       1.148       0.851              
         9.0        0.26      0.5437      0.0609      0.0296       0.036       1.135       0.814              
         9.8        0.29      0.5692      0.0580      0.0292       0.036       1.119       0.775              
        10.5        0.31      0.5915      0.0549      0.0287       0.035       1.099       0.735              
        11.3        0.33      0.6108      0.0518      0.0281       0.034       1.075       0.693              
        12.0        0.35      0.6272      0.0486      0.0274       0.033       1.048       0.650              
        12.8        0.38      0.6416      0.0453      0.0265       0.032       1.015       0.606              
        13.5        0.40      0.6534      0.0420      0.0255       0.031       0.978       0.562              
        14.3        0.42      0.6634      0.0385      0.0244       0.030       0.933       0.516              
        15.0        0.44      0.6705      0.0350      0.0230       0.028       0.883       0.468              
        15.8        0.46      0.6748      0.0314      0.0216       0.026       0.826       0.420              
        16.5        0.49      0.6763      0.0277      0.0199       0.024       0.762       0.371              
        17.3        0.51      0.6742      0.0239      0.0180       0.022       0.690       0.320              
        18.1        0.53      0.6645      0.0201      0.0160       0.019       0.614       0.269              
        18.8        0.55      0.6430      0.0162      0.0139       0.017       0.533       0.217              
        19.6        0.57      0.6033      0.0122      0.0116       0.014       0.446       0.164              
        20.3        0.60      0.5292      0.0082      0.0092       0.011       0.354       0.110              
        21.1        0.62      0.3737      0.0041      0.0068       0.008       0.260       0.055              
        21.8        0.64     -0.0031      0.0000      0.0046       0.006       0.176       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
