                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0950      0.0437       0.005       0.310       0.250              
         0.5        0.03      0.0682      0.0950      0.0445       0.005       0.316       0.250              
         1.0        0.06      0.1334      0.0949      0.0455       0.005       0.323       0.250              
         1.5        0.10      0.1958      0.0948      0.0465       0.005       0.330       0.249              
         2.1        0.13      0.2551      0.0947      0.0475       0.005       0.337       0.249              
         2.6        0.16      0.3117      0.0945      0.0485       0.005       0.344       0.249              
         3.1        0.19      0.3651      0.0942      0.0495       0.006       0.351       0.248              
         3.6        0.22      0.4158      0.0936      0.0504       0.006       0.357       0.246              
         4.1        0.26      0.4636      0.0927      0.0511       0.006       0.363       0.244              
         4.6        0.29      0.5084      0.0913      0.0516       0.006       0.366       0.240              
         5.1        0.32      0.5502      0.0893      0.0519       0.006       0.368       0.235              
         5.6        0.35      0.5888      0.0869      0.0519       0.006       0.368       0.228              
         6.2        0.38      0.6239      0.0841      0.0517       0.006       0.367       0.221              
         6.7        0.42      0.6555      0.0809      0.0513       0.006       0.364       0.213              
         7.2        0.45      0.6839      0.0774      0.0506       0.006       0.359       0.203              
         7.7        0.48      0.7084      0.0735      0.0498       0.006       0.353       0.193              
         8.2        0.51      0.7292      0.0693      0.0486       0.005       0.345       0.182              
         8.7        0.54      0.7466      0.0646      0.0470       0.005       0.333       0.170              
         9.2        0.58      0.7605      0.0598      0.0452       0.005       0.321       0.157              
         9.7        0.61      0.7712      0.0548      0.0432       0.005       0.306       0.144              
        10.3        0.64      0.7788      0.0498      0.0409       0.005       0.290       0.131              
        10.8        0.67      0.7846      0.0447      0.0382       0.004       0.271       0.117              
        11.3        0.70      0.7884      0.0394      0.0352       0.004       0.250       0.104              
        11.8        0.74      0.7894      0.0341      0.0318       0.004       0.225       0.090              
        12.3        0.77      0.7871      0.0286      0.0279       0.003       0.198       0.075              
        12.8        0.80      0.7789      0.0230      0.0236       0.003       0.168       0.061              
        13.3        0.83      0.7565      0.0174      0.0191       0.002       0.136       0.046              
        13.9        0.86      0.7059      0.0117      0.0143       0.002       0.101       0.031              
        14.4        0.90      0.5770      0.0059      0.0091       0.001       0.064       0.015              
        14.9        0.93      0.0009      0.0000      0.0041       0.000       0.029       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
