                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0948      0.0407       0.124       2.600       2.243              
         1.5        0.03      0.0725      0.0947      0.0418       0.127       2.668       2.242              
         3.1        0.06      0.1411      0.0947      0.0429       0.130       2.740       2.241              
         4.6        0.10      0.2059      0.0947      0.0441       0.134       2.814       2.240              
         6.2        0.13      0.2670      0.0946      0.0453       0.138       2.891       2.238              
         7.7        0.16      0.3244      0.0944      0.0465       0.141       2.968       2.234              
         9.2        0.19      0.3783      0.0941      0.0477       0.145       3.045       2.227              
        10.8        0.22      0.4289      0.0936      0.0488       0.148       3.116       2.215              
        12.3        0.26      0.4762      0.0927      0.0498       0.151       3.178       2.194              
        13.9        0.29      0.5203      0.0914      0.0505       0.153       3.224       2.162              
        15.4        0.32      0.5614      0.0895      0.0509       0.155       3.251       2.117              
        16.9        0.35      0.5992      0.0871      0.0511       0.155       3.261       2.060              
        18.5        0.38      0.6339      0.0843      0.0510       0.155       3.256       1.995              
        20.0        0.42      0.6655      0.0812      0.0507       0.154       3.235       1.921              
        21.5        0.45      0.6942      0.0777      0.0501       0.152       3.196       1.838              
        23.1        0.48      0.7198      0.0738      0.0492       0.149       3.139       1.747              
        24.6        0.51      0.7423      0.0696      0.0479       0.146       3.060       1.647              
        26.2        0.54      0.7621      0.0649      0.0462       0.141       2.953       1.535              
        27.7        0.58      0.7788      0.0600      0.0443       0.135       2.830       1.420              
        29.2        0.61      0.7923      0.0551      0.0422       0.128       2.693       1.303              
        30.8        0.64      0.8033      0.0500      0.0398       0.121       2.540       1.184              
        32.3        0.67      0.8121      0.0449      0.0371       0.113       2.367       1.062              
        33.9        0.70      0.8174      0.0396      0.0341       0.104       2.175       0.937              
        35.4        0.74      0.8194      0.0342      0.0307       0.093       1.961       0.810              
        36.9        0.77      0.8178      0.0288      0.0270       0.082       1.722       0.681              
        38.5        0.80      0.8094      0.0231      0.0228       0.069       1.458       0.547              
        40.0        0.83      0.7864      0.0175      0.0185       0.056       1.178       0.413              
        41.6        0.86      0.7346      0.0117      0.0137       0.042       0.878       0.277              
        43.1        0.89      0.6024      0.0059      0.0087       0.026       0.557       0.139              
        44.6        0.93      0.0003      0.0000      0.0039       0.012       0.248       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
