                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1005      0.0995       2.420      25.415       9.515              
         3.1        0.03      0.0333      0.1005      0.0963       2.341      24.592       9.511              
         6.1        0.06      0.0689      0.1004      0.0930       2.260      23.737       9.504              
         9.2        0.10      0.1072      0.1003      0.0895       2.176      22.859       9.491              
        12.3        0.13      0.1486      0.1001      0.0859       2.089      21.948       9.471              
        15.4        0.16      0.1934      0.0998      0.0823       2.000      21.012       9.443              
        18.4        0.19      0.2422      0.0993      0.0785       1.909      20.052       9.404              
        21.5        0.22      0.2956      0.0987      0.0746       1.814      19.057       9.347              
        24.6        0.26      0.3536      0.0978      0.0706       1.717      18.040       9.262              
        27.7        0.29      0.4157      0.0964      0.0666       1.619      17.007       9.125              
        30.7        0.32      0.4801      0.0942      0.0626       1.522      15.987       8.915              
        33.8        0.35      0.5423      0.0913      0.0591       1.437      15.092       8.644              
        36.9        0.38      0.5970      0.0881      0.0565       1.373      14.422       8.335              
        40.0        0.41      0.6447      0.0845      0.0543       1.321      13.878       7.995              
        43.0        0.45      0.6875      0.0805      0.0523       1.272      13.363       7.622              
        46.1        0.48      0.7250      0.0763      0.0503       1.224      12.856       7.218              
        49.2        0.51      0.7570      0.0717      0.0483       1.175      12.341       6.783              
        52.2        0.54      0.7832      0.0667      0.0462       1.123      11.792       6.311              
        55.3        0.57      0.8042      0.0617      0.0440       1.071      11.248       5.838              
        58.4        0.61      0.8226      0.0566      0.0417       1.014      10.649       5.356              
        61.5        0.64      0.8388      0.0514      0.0391       0.950       9.980       4.862              
        64.5        0.67      0.8528      0.0460      0.0362       0.880       9.239       4.358              
        67.6        0.70      0.8634      0.0406      0.0330       0.803       8.433       3.845              
        70.7        0.73      0.8703      0.0351      0.0296       0.720       7.559       3.323              
        73.8        0.77      0.8738      0.0295      0.0258       0.628       6.600       2.792              
        76.8        0.80      0.8703      0.0238      0.0218       0.530       5.565       2.250              
        79.9        0.83      0.8517      0.0180      0.0175       0.425       4.466       1.699              
        83.0        0.86      0.8080      0.0120      0.0128       0.312       3.278       1.140              
        86.0        0.89      0.6890      0.0060      0.0078       0.191       2.002       0.572              
        89.1        0.93     -0.0021      0.0000      0.0032       0.079       0.827      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
