                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0958      0.0601      14.856      72.025      42.577              
         6.6        0.03      0.0499      0.0958      0.0607      15.005      72.745      42.592              
        13.2        0.06      0.0986      0.0959      0.0614      15.171      73.549      42.603              
        19.8        0.09      0.1461      0.0959      0.0621      15.364      74.485      42.615              
        26.3        0.13      0.1919      0.0959      0.0631      15.608      75.671      42.628              
        32.9        0.16      0.2362      0.0959      0.0641      15.848      76.835      42.636              
        39.5        0.19      0.2786      0.0960      0.0652      16.128      78.192      42.638              
        46.1        0.22      0.3195      0.0959      0.0664      16.408      79.546      42.634              
        52.7        0.25      0.3571      0.0959      0.0678      16.776      81.330      42.635              
        59.3        0.28      0.3924      0.0959      0.0695      17.174      83.261      42.632              
        65.9        0.32      0.4205      0.0960      0.0721      17.821      86.397      42.665              
        72.4        0.35      0.4480      0.0960      0.0744      18.400      89.204      42.668              
        79.0        0.38      0.4807      0.0959      0.0756      18.682      90.573      42.608              
        85.6        0.41      0.5184      0.0956      0.0757      18.709      90.702      42.479              
        92.2        0.44      0.5604      0.0947      0.0747      18.467      89.531      42.091              
        98.8        0.47      0.6025      0.0926      0.0728      17.995      87.243      41.153              
       105.4        0.51      0.6442      0.0897      0.0703      17.380      84.259      39.844              
       112.0        0.54      0.6787      0.0852      0.0673      16.648      80.713      37.843              
       118.5        0.57      0.7021      0.0800      0.0648      16.014      77.640      35.566              
       125.1        0.60      0.7226      0.0747      0.0620      15.336      74.352      33.211              
       131.7        0.63      0.7418      0.0688      0.0586      14.485      70.224      30.589              
       138.3        0.66      0.7581      0.0621      0.0543      13.426      65.092      27.597              
       144.9        0.69      0.7682      0.0559      0.0505      12.491      60.557      24.833              
       151.5        0.73      0.7713      0.0497      0.0468      11.572      56.100      22.095              
       158.1        0.76      0.7685      0.0426      0.0420      10.379      50.318      18.922              
       164.7        0.79      0.7533      0.0345      0.0361       8.931      43.300      15.323              
       171.2        0.82      0.7207      0.0261      0.0298       7.357      35.668      11.612              
       177.8        0.85      0.6492      0.0177      0.0232       5.732      27.791       7.847              
       184.4        0.88      0.4852      0.0088      0.0161       3.978      19.284       3.925              
       191.0        0.92     -0.0043      0.0000      0.0093       2.288      11.095      -0.019              
                                                                                                              
                                                                                                              
                                                                                                              
