                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0925      0.0407      13.933      79.832      57.043              
         4.3        0.02      0.0459      0.0919      0.0409      14.007      80.255      56.692              
         8.5        0.04      0.0908      0.0911      0.0410      14.053      80.520      56.207              
        12.8        0.06      0.1345      0.0901      0.0411      14.071      80.621      55.580              
        17.0        0.08      0.1771      0.0888      0.0410      14.044      80.468      54.770              
        21.3        0.10      0.2185      0.0873      0.0408      13.991      80.164      53.855              
        25.5        0.12      0.2588      0.0857      0.0406      13.911      79.705      52.845              
        29.8        0.14      0.2984      0.0839      0.0402      13.782      78.967      51.746              
        34.1        0.16      0.3385      0.0819      0.0395      13.551      77.640      50.504              
        38.3        0.18      0.3776      0.0797      0.0388      13.295      76.174      49.130              
        42.6        0.20      0.4154      0.0771      0.0379      12.997      74.465      47.559              
        46.8        0.22      0.4508      0.0741      0.0369      12.657      72.520      45.692              
        51.1        0.25      0.4844      0.0709      0.0359      12.294      70.438      43.712              
        55.3        0.27      0.5166      0.0676      0.0347      11.902      68.195      41.660              
        59.6        0.29      0.5459      0.0643      0.0337      11.537      66.103      39.627              
        63.9        0.31      0.5711      0.0608      0.0326      11.175      64.027      37.477              
        68.1        0.33      0.5921      0.0573      0.0316      10.844      62.130      35.344              
        72.4        0.35      0.6100      0.0538      0.0306      10.488      60.092      33.151              
        76.6        0.37      0.6259      0.0500      0.0294      10.075      57.726      30.857              
        80.9        0.39      0.6386      0.0462      0.0281       9.628      55.165      28.505              
        85.1        0.41      0.6487      0.0421      0.0265       9.092      52.094      25.975              
        89.4        0.43      0.6562      0.0378      0.0247       8.460      48.473      23.288              
        93.7        0.45      0.6589      0.0331      0.0226       7.737      44.331      20.412              
        97.9        0.47      0.6506      0.0284      0.0205       7.026      40.256      17.506              
       102.2        0.49      0.6266      0.0238      0.0186       6.382      36.567      14.678              
       106.4        0.51      0.5867      0.0192      0.0167       5.730      32.831      11.844              
       110.7        0.53      0.5259      0.0148      0.0150       5.135      29.422       9.149              
       114.9        0.55      0.4308      0.0102      0.0131       4.481      25.677       6.298              
       119.2        0.57      0.2712      0.0053      0.0112       3.834      21.966       3.271              
       123.5        0.59     -0.0084     -0.0001      0.0098       3.367      19.293      -0.086              
                                                                                                              
                                                                                                              
                                                                                                              
