                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0827      0.0305       1.698      17.836      15.165              
         2.3        0.02      0.0551      0.0811      0.0299       1.662      17.454      14.881              
         4.6        0.04      0.1104      0.0795      0.0293       1.627      17.087      14.578              
         6.9        0.06      0.1653      0.0777      0.0287       1.593      16.738      14.258              
         9.2        0.08      0.2195      0.0759      0.0281       1.562      16.403      13.920              
        11.5        0.10      0.2727      0.0739      0.0275       1.531      16.083      13.563              
        13.9        0.12      0.3244      0.0719      0.0270       1.501      15.772      13.187              
        16.2        0.14      0.3745      0.0697      0.0265       1.472      15.463      12.791              
        18.5        0.16      0.4224      0.0675      0.0260       1.443      15.160      12.377              
        20.8        0.18      0.4679      0.0651      0.0254       1.414      14.854      11.940              
        23.1        0.20      0.5106      0.0626      0.0249       1.384      14.542      11.480              
        25.4        0.22      0.5500      0.0599      0.0244       1.355      14.228      11.000              
        27.7        0.24      0.5859      0.0572      0.0238       1.324      13.908      10.500              
        30.0        0.26      0.6187      0.0544      0.0232       1.292      13.573       9.989              
        32.3        0.28      0.6490      0.0516      0.0226       1.257      13.204       9.464              
        34.6        0.30      0.6770      0.0486      0.0219       1.217      12.788       8.924              
        36.9        0.33      0.7026      0.0456      0.0211       1.174      12.332       8.374              
        39.2        0.35      0.7259      0.0425      0.0202       1.125      11.822       7.805              
        41.6        0.37      0.7463      0.0394      0.0193       1.073      11.270       7.225              
        43.9        0.39      0.7638      0.0361      0.0183       1.016      10.669       6.632              
        46.2        0.41      0.7784      0.0328      0.0171       0.953      10.014       6.026              
        48.5        0.43      0.7897      0.0295      0.0159       0.885       9.300       5.408              
        50.8        0.45      0.7968      0.0260      0.0146       0.812       8.528       4.776              
        53.1        0.47      0.7975      0.0225      0.0132       0.734       7.707       4.132              
        55.4        0.49      0.7883      0.0189      0.0117       0.651       6.834       3.471              
        57.7        0.51      0.7678      0.0153      0.0101       0.562       5.899       2.801              
        60.0        0.53      0.7288      0.0115      0.0084       0.465       4.887       2.118              
        62.3        0.55      0.6491      0.0077      0.0065       0.364       3.822       1.421              
        64.6        0.57      0.4727      0.0039      0.0047       0.261       2.737       0.714              
        67.0        0.59     -0.0022      0.0000      0.0033       0.183       1.918      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
