                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1085      0.0777       4.267      19.207      14.050              
         3.8        0.02      0.0358      0.1080      0.0726       3.990      17.961      13.980              
         7.7        0.05      0.0766      0.1073      0.0674       3.703      16.672      13.892              
        11.5        0.07      0.1224      0.1058      0.0624       3.427      15.430      13.696              
        15.3        0.10      0.1736      0.1037      0.0575       3.160      14.227      13.432              
        19.1        0.12      0.2316      0.1014      0.0527       2.895      13.034      13.130              
        23.0        0.14      0.2875      0.0989      0.0497       2.730      12.291      12.809              
        26.8        0.17      0.3416      0.0963      0.0475       2.608      11.739      12.463              
        30.6        0.19      0.3947      0.0934      0.0455       2.502      11.262      12.087              
        34.5        0.22      0.4460      0.0903      0.0438       2.408      10.841      11.687              
        38.3        0.24      0.4951      0.0870      0.0423       2.323      10.457      11.260              
        42.1        0.26      0.5412      0.0835      0.0408       2.243      10.098      10.807              
        46.0        0.29      0.5837      0.0798      0.0395       2.169       9.763      10.330              
        49.8        0.31      0.6223      0.0759      0.0382       2.097       9.441       9.830              
        53.6        0.34      0.6568      0.0719      0.0369       2.027       9.125       9.311              
        57.4        0.36      0.6873      0.0678      0.0356       1.956       8.805       8.775              
        61.3        0.39      0.7146      0.0636      0.0343       1.882       8.470       8.229              
        65.1        0.41      0.7396      0.0593      0.0328       1.801       8.109       7.674              
        68.9        0.43      0.7625      0.0549      0.0312       1.713       7.712       7.106              
        72.8        0.46      0.7832      0.0504      0.0294       1.616       7.276       6.524              
        76.6        0.48      0.8012      0.0458      0.0275       1.511       6.804       5.929              
        80.4        0.51      0.8159      0.0411      0.0255       1.398       6.295       5.320              
        84.3        0.53      0.8273      0.0363      0.0232       1.276       5.743       4.698              
        88.1        0.55      0.8350      0.0314      0.0208       1.142       5.142       4.060              
        91.9        0.58      0.8360      0.0263      0.0182       1.000       4.501       3.410              
        95.7        0.60      0.8253      0.0213      0.0155       0.851       3.832       2.751              
        99.6        0.63      0.7972      0.0161      0.0126       0.693       3.121       2.082              
       103.4        0.65      0.7365      0.0108      0.0095       0.524       2.358       1.399              
       107.2        0.67      0.5748      0.0054      0.0064       0.350       1.575       0.703              
       111.1        0.70     -0.0116     -0.0001      0.0034       0.186       0.839      -0.007              
                                                                                                              
                                                                                                              
                                                                                                              
