                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0978      0.0364       0.091       1.147       1.615              
         1.4        0.02      0.0635      0.0966      0.0367       0.092       1.158       1.595              
         2.7        0.05      0.1241      0.0952      0.0370       0.093       1.168       1.572              
         4.1        0.07      0.1818      0.0936      0.0373       0.093       1.177       1.546              
         5.5        0.10      0.2365      0.0919      0.0375       0.094       1.184       1.518              
         6.9        0.12      0.2884      0.0901      0.0377       0.094       1.189       1.488              
         8.2        0.14      0.3373      0.0881      0.0378       0.095       1.193       1.454              
         9.6        0.17      0.3834      0.0859      0.0379       0.095       1.194       1.418              
        11.0        0.19      0.4265      0.0835      0.0378       0.095       1.193       1.379              
        12.3        0.22      0.4666      0.0809      0.0377       0.094       1.189       1.336              
        13.7        0.24      0.5037      0.0782      0.0375       0.094       1.182       1.291              
        15.1        0.27      0.5378      0.0753      0.0372       0.093       1.172       1.243              
        16.5        0.29      0.5691      0.0722      0.0367       0.092       1.159       1.191              
        17.8        0.31      0.5974      0.0689      0.0362       0.091       1.141       1.137              
        19.2        0.34      0.6228      0.0654      0.0355       0.089       1.119       1.079              
        20.6        0.36      0.6452      0.0617      0.0346       0.087       1.092       1.018              
        22.0        0.39      0.6648      0.0579      0.0336       0.084       1.060       0.955              
        23.3        0.41      0.6817      0.0539      0.0325       0.081       1.024       0.891              
        24.7        0.43      0.6964      0.0499      0.0312       0.078       0.983       0.825              
        26.1        0.46      0.7084      0.0459      0.0297       0.074       0.937       0.757              
        27.4        0.48      0.7175      0.0417      0.0280       0.070       0.884       0.688              
        28.8        0.51      0.7238      0.0374      0.0262       0.065       0.825       0.617              
        30.2        0.53      0.7268      0.0330      0.0241       0.060       0.760       0.544              
        31.6        0.56      0.7264      0.0285      0.0218       0.054       0.686       0.470              
        32.9        0.58      0.7189      0.0239      0.0192       0.048       0.606       0.394              
        34.3        0.60      0.6997      0.0192      0.0165       0.041       0.522       0.317              
        35.7        0.63      0.6624      0.0144      0.0137       0.034       0.432       0.239              
        37.0        0.65      0.5904      0.0097      0.0107       0.027       0.337       0.160              
        38.4        0.68      0.4300      0.0049      0.0077       0.019       0.241       0.080              
        39.8        0.70     -0.0006      0.0000      0.0048       0.012       0.150       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
