                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1072      0.0693       3.045      14.765      11.967              
         3.6        0.02      0.0395      0.1065      0.0650       2.858      13.858      11.894              
         7.1        0.05      0.0833      0.1053      0.0609       2.676      12.976      11.750              
        10.7        0.07      0.1317      0.1035      0.0568       2.497      12.105      11.559              
        14.2        0.10      0.1854      0.1015      0.0527       2.318      11.239      11.334              
        17.8        0.12      0.2402      0.0993      0.0498       2.189      10.612      11.087              
        21.3        0.14      0.2941      0.0969      0.0476       2.093      10.147      10.821              
        24.9        0.17      0.3475      0.0943      0.0457       2.012       9.752      10.531              
        28.4        0.19      0.3998      0.0915      0.0441       1.939       9.400      10.217              
        32.0        0.22      0.4503      0.0885      0.0426       1.873       9.079       9.881              
        35.6        0.24      0.4986      0.0853      0.0412       1.811       8.780       9.523              
        39.1        0.26      0.5441      0.0819      0.0399       1.753       8.498       9.142              
        42.7        0.29      0.5859      0.0783      0.0386       1.698       8.231       8.741              
        46.2        0.31      0.6238      0.0745      0.0374       1.644       7.972       8.321              
        49.8        0.34      0.6577      0.0706      0.0362       1.591       7.714       7.883              
        53.3        0.36      0.6878      0.0666      0.0349       1.536       7.449       7.430              
        56.9        0.39      0.7147      0.0624      0.0336       1.479       7.172       6.968              
        60.5        0.41      0.7392      0.0582      0.0322       1.417       6.871       6.498              
        64.0        0.43      0.7615      0.0539      0.0307       1.349       6.538       6.017              
        67.6        0.46      0.7815      0.0495      0.0290       1.273       6.173       5.523              
        71.1        0.48      0.7988      0.0449      0.0271       1.191       5.775       5.017              
        74.7        0.51      0.8126      0.0403      0.0251       1.103       5.347       4.501              
        78.2        0.53      0.8233      0.0356      0.0229       1.007       4.880       3.973              
        81.8        0.55      0.8302      0.0308      0.0205       0.903       4.376       3.436              
        85.3        0.58      0.8305      0.0259      0.0180       0.791       3.835       2.887              
        88.9        0.60      0.8183      0.0209      0.0154       0.675       3.273       2.331              
        92.5        0.63      0.7885      0.0158      0.0125       0.551       2.671       1.762              
        96.0        0.65      0.7259      0.0106      0.0095       0.417       2.022       1.182              
        99.6        0.67      0.5624      0.0053      0.0064       0.280       1.358       0.594              
       103.1        0.70     -0.0089      0.0000      0.0035       0.152       0.736      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
