                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0920      0.0321       3.831      48.291      33.474              
         2.9        0.02      0.0669      0.0912      0.0326       3.897      49.126      33.195              
         5.9        0.05      0.1304      0.0901      0.0330       3.948      49.764      32.792              
         8.8        0.07      0.1909      0.0887      0.0333       3.984      50.221      32.285              
        11.8        0.10      0.2483      0.0871      0.0336       4.009      50.538      31.699              
        14.7        0.12      0.3028      0.0853      0.0337       4.023      50.714      31.040              
        17.7        0.14      0.3547      0.0833      0.0337       4.026      50.743      30.311              
        20.6        0.17      0.4039      0.0811      0.0336       4.017      50.633      29.520              
        23.6        0.19      0.4505      0.0788      0.0335       3.997      50.381      28.669              
        26.5        0.22      0.4947      0.0763      0.0332       3.965      49.974      27.756              
        29.4        0.24      0.5361      0.0736      0.0328       3.922      49.437      26.780              
        32.4        0.26      0.5750      0.0707      0.0324       3.865      48.720      25.734              
        35.3        0.29      0.6109      0.0676      0.0318       3.796      47.850      24.616              
        38.3        0.31      0.6442      0.0644      0.0311       3.712      46.790      23.430              
        41.2        0.33      0.6753      0.0610      0.0302       3.613      45.541      22.197              
        44.2        0.36      0.7041      0.0575      0.0293       3.501      44.128      20.932              
        47.1        0.38      0.7302      0.0540      0.0283       3.378      42.576      19.636              
        50.0        0.41      0.7541      0.0503      0.0271       3.240      40.840      18.306              
        53.0        0.43      0.7760      0.0466      0.0258       3.085      38.891      16.943              
        55.9        0.45      0.7958      0.0427      0.0244       2.915      36.740      15.549              
        58.9        0.48      0.8128      0.0388      0.0228       2.729      34.393      14.125              
        61.8        0.50      0.8267      0.0348      0.0212       2.527      31.857      12.672              
        64.8        0.53      0.8365      0.0307      0.0193       2.311      29.125      11.191              
        67.7        0.55      0.8416      0.0266      0.0174       2.077      26.175       9.678              
        70.7        0.57      0.8399      0.0223      0.0153       1.824      22.993       8.131              
        73.6        0.60      0.8295      0.0180      0.0130       1.551      19.548       6.555              
        76.5        0.62      0.8042      0.0136      0.0105       1.255      15.819       4.945              
        79.5        0.65      0.7424      0.0091      0.0079       0.948      11.944       3.318              
        82.4        0.67      0.5596      0.0046      0.0055       0.654       8.249       1.666              
        85.4        0.69     -0.0047      0.0000      0.0036       0.427       5.380      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
