                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0913      0.0462       1.192      25.040      11.961              
         1.8        0.02      0.0492      0.0901      0.0438       1.130      23.743      11.798              
         3.5        0.05      0.1017      0.0886      0.0417       1.075      22.591      11.609              
         5.3        0.07      0.1566      0.0870      0.0398       1.028      21.595      11.395              
         7.1        0.10      0.2128      0.0852      0.0383       0.988      20.751      11.160              
         8.8        0.12      0.2691      0.0832      0.0370       0.954      20.045      10.902              
        10.6        0.14      0.3245      0.0811      0.0358       0.925      19.435      10.623              
        12.4        0.17      0.3786      0.0788      0.0348       0.899      18.887      10.324              
        14.1        0.19      0.4306      0.0764      0.0339       0.875      18.393      10.006              
        15.9        0.22      0.4801      0.0738      0.0331       0.853      17.928       9.667              
        17.7        0.24      0.5267      0.0710      0.0322       0.832      17.483       9.307              
        19.4        0.26      0.5696      0.0681      0.0315       0.812      17.051       8.924              
        21.2        0.29      0.6083      0.0650      0.0307       0.792      16.632       8.522              
        23.0        0.31      0.6426      0.0618      0.0299       0.772      16.217       8.102              
        24.7        0.33      0.6730      0.0586      0.0291       0.752      15.792       7.673              
        26.5        0.36      0.7007      0.0552      0.0283       0.729      15.324       7.235              
        28.3        0.38      0.7260      0.0518      0.0273       0.704      14.793       6.784              
        30.0        0.41      0.7490      0.0483      0.0262       0.676      14.197       6.322              
        31.8        0.43      0.7696      0.0446      0.0250       0.644      13.534       5.849              
        33.6        0.45      0.7877      0.0409      0.0236       0.609      12.803       5.365              
        35.3        0.48      0.8021      0.0372      0.0222       0.572      12.016       4.871              
        37.1        0.50      0.8135      0.0333      0.0206       0.531      11.156       4.368              
        38.9        0.53      0.8219      0.0294      0.0188       0.486      10.211       3.856              
        40.6        0.55      0.8260      0.0254      0.0169       0.437       9.184       3.334              
        42.4        0.57      0.8219      0.0214      0.0149       0.385       8.095       2.802              
        44.2        0.60      0.8053      0.0173      0.0128       0.330       6.942       2.260              
        45.9        0.62      0.7721      0.0130      0.0105       0.271       5.685       1.707              
        47.7        0.65      0.6993      0.0087      0.0081       0.208       4.368       1.144              
        49.4        0.67      0.5153      0.0044      0.0057       0.147       3.085       0.574              
        51.2        0.69     -0.0029      0.0000      0.0038       0.099       2.071      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
