                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0885      0.0328       0.031       1.974       1.288              
         0.6        0.02      0.0633      0.0873      0.0330       0.032       1.990       1.271              
         1.2        0.05      0.1239      0.0860      0.0332       0.032       2.002       1.252              
         1.8        0.07      0.1817      0.0846      0.0334       0.032       2.013       1.231              
         2.4        0.10      0.2367      0.0830      0.0335       0.032       2.021       1.208              
         2.9        0.12      0.2888      0.0812      0.0336       0.032       2.026       1.182              
         3.5        0.14      0.3380      0.0792      0.0337       0.032       2.028       1.153              
         4.1        0.17      0.3837      0.0770      0.0336       0.032       2.026       1.121              
         4.7        0.19      0.4270      0.0749      0.0336       0.032       2.023       1.090              
         5.3        0.22      0.4666      0.0725      0.0335       0.032       2.015       1.055              
         5.9        0.24      0.5030      0.0699      0.0333       0.032       2.003       1.017              
         6.5        0.26      0.5361      0.0671      0.0330       0.032       1.986       0.977              
         7.1        0.29      0.5658      0.0642      0.0326       0.031       1.963       0.934              
         7.7        0.31      0.5923      0.0611      0.0321       0.031       1.933       0.889              
         8.2        0.34      0.6150      0.0578      0.0315       0.030       1.897       0.841              
         8.8        0.36      0.6355      0.0546      0.0308       0.029       1.856       0.794              
         9.4        0.38      0.6526      0.0512      0.0300       0.029       1.809       0.745              
        10.0        0.41      0.6667      0.0477      0.0291       0.028       1.754       0.695              
        10.6        0.43      0.6787      0.0442      0.0280       0.027       1.689       0.643              
        11.2        0.45      0.6885      0.0405      0.0268       0.026       1.613       0.590              
        11.8        0.48      0.6963      0.0368      0.0253       0.024       1.525       0.536              
        12.4        0.50      0.7011      0.0330      0.0237       0.023       1.426       0.481              
        13.0        0.53      0.7028      0.0291      0.0218       0.021       1.315       0.424              
        13.6        0.55      0.7014      0.0252      0.0197       0.019       1.190       0.366              
        14.1        0.57      0.6935      0.0211      0.0175       0.017       1.054       0.308              
        14.7        0.60      0.6744      0.0170      0.0151       0.014       0.910       0.248              
        15.3        0.62      0.6378      0.0129      0.0126       0.012       0.757       0.187              
        15.9        0.65      0.5648      0.0086      0.0099       0.009       0.595       0.126              
        16.5        0.67      0.4001      0.0043      0.0073       0.007       0.437       0.063              
        17.1        0.69     -0.0036      0.0000      0.0051       0.005       0.306       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
