                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0743      0.0228       0.164       2.583       3.127              
         1.2        0.02      0.0600      0.0729      0.0228       0.164       2.590       3.066              
         2.4        0.04      0.1173      0.0714      0.0229       0.165       2.594       3.003              
         3.6        0.06      0.1720      0.0698      0.0229       0.165       2.595       2.936              
         4.8        0.08      0.2239      0.0681      0.0229       0.165       2.594       2.866              
         6.0        0.09      0.2732      0.0664      0.0228       0.164       2.589       2.792              
         7.2        0.11      0.3199      0.0645      0.0227       0.164       2.579       2.714              
         8.4        0.13      0.3640      0.0626      0.0226       0.163       2.564       2.632              
         9.6        0.15      0.4054      0.0605      0.0224       0.162       2.545       2.545              
        10.9        0.17      0.4439      0.0583      0.0222       0.160       2.521       2.454              
        12.1        0.19      0.4797      0.0561      0.0220       0.158       2.491       2.359              
        13.3        0.21      0.5129      0.0537      0.0216       0.156       2.455       2.259              
        14.5        0.23      0.5436      0.0513      0.0213       0.153       2.413       2.157              
        15.7        0.24      0.5718      0.0488      0.0208       0.150       2.364       2.052              
        16.9        0.26      0.5979      0.0462      0.0203       0.146       2.307       1.945              
        18.1        0.28      0.6215      0.0436      0.0198       0.142       2.243       1.834              
        19.3        0.30      0.6411      0.0409      0.0192       0.138       2.176       1.721              
        20.5        0.32      0.6572      0.0381      0.0185       0.133       2.103       1.605              
        21.7        0.34      0.6708      0.0353      0.0178       0.128       2.020       1.486              
        22.9        0.36      0.6817      0.0324      0.0170       0.122       1.927       1.364              
        24.1        0.38      0.6895      0.0295      0.0161       0.116       1.823       1.240              
        25.3        0.39      0.6941      0.0264      0.0150       0.108       1.706       1.113              
        26.5        0.41      0.6934      0.0234      0.0139       0.100       1.580       0.983              
        27.7        0.43      0.6852      0.0202      0.0127       0.092       1.447       0.851              
        28.9        0.45      0.6678      0.0170      0.0115       0.083       1.302       0.715              
        30.1        0.47      0.6376      0.0137      0.0101       0.073       1.146       0.577              
        31.4        0.49      0.5868      0.0104      0.0086       0.062       0.979       0.436              
        32.6        0.51      0.4977      0.0070      0.0071       0.051       0.804       0.293              
        33.8        0.53      0.3336      0.0035      0.0055       0.040       0.626       0.147              
        35.0        0.54     -0.0009      0.0000      0.0040       0.029       0.455       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
