                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0761      0.0249       0.606       6.368       7.205              
         1.8        0.02      0.0569      0.0746      0.0246       0.599       6.288       7.063              
         3.6        0.04      0.1128      0.0730      0.0243       0.591       6.208       6.913              
         5.4        0.06      0.1675      0.0714      0.0240       0.584       6.129       6.756              
         7.2        0.08      0.2206      0.0696      0.0237       0.576       6.052       6.590              
         9.0        0.09      0.2720      0.0678      0.0234       0.569       5.974       6.415              
        10.9        0.11      0.3214      0.0658      0.0231       0.561       5.894       6.232              
        12.7        0.13      0.3685      0.0638      0.0228       0.553       5.812       6.040              
        14.5        0.15      0.4131      0.0617      0.0224       0.545       5.726       5.838              
        16.3        0.17      0.4550      0.0594      0.0221       0.537       5.638       5.627              
        18.1        0.19      0.4937      0.0571      0.0217       0.528       5.547       5.407              
        19.9        0.21      0.5295      0.0547      0.0213       0.519       5.449       5.178              
        21.7        0.23      0.5625      0.0522      0.0209       0.509       5.343       4.944              
        23.5        0.24      0.5931      0.0497      0.0204       0.497       5.221       4.702              
        25.3        0.26      0.6213      0.0471      0.0199       0.484       5.086       4.456              
        27.1        0.28      0.6472      0.0444      0.0193       0.470       4.934       4.203              
        28.9        0.30      0.6703      0.0417      0.0187       0.454       4.767       3.943              
        30.7        0.32      0.6900      0.0388      0.0180       0.437       4.587       3.675              
        32.6        0.34      0.7070      0.0360      0.0172       0.418       4.391       3.404              
        34.4        0.36      0.7213      0.0330      0.0163       0.397       4.170       3.125              
        36.2        0.38      0.7326      0.0300      0.0154       0.374       3.929       2.841              
        38.0        0.39      0.7408      0.0269      0.0143       0.349       3.662       2.550              
        39.8        0.41      0.7435      0.0238      0.0132       0.321       3.377       2.253              
        41.6        0.43      0.7383      0.0206      0.0120       0.293       3.075       1.949              
        43.4        0.45      0.7230      0.0173      0.0108       0.262       2.755       1.638              
        45.2        0.47      0.6955      0.0140      0.0094       0.229       2.407       1.322              
        47.0        0.49      0.6479      0.0106      0.0080       0.193       2.031       0.999              
        48.8        0.51      0.5593      0.0071      0.0064       0.156       1.639       0.670              
        50.6        0.53      0.3858      0.0036      0.0049       0.118       1.240       0.337              
        52.4        0.54     -0.0010      0.0000      0.0034       0.083       0.870      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
