                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0787      0.0267       1.538      12.118      13.238              
         2.4        0.02      0.0553      0.0771      0.0262       1.508      11.880      12.972              
         4.8        0.04      0.1104      0.0754      0.0257       1.479      11.651      12.692              
         7.2        0.06      0.1648      0.0737      0.0252       1.451      11.431      12.398              
         9.6        0.08      0.2184      0.0718      0.0247       1.424      11.216      12.086              
        12.1        0.09      0.2705      0.0699      0.0243       1.398      11.011      11.762              
        14.5        0.11      0.3211      0.0679      0.0238       1.373      10.813      11.423              
        16.9        0.13      0.3696      0.0658      0.0234       1.348      10.616      11.066              
        19.3        0.15      0.4159      0.0635      0.0230       1.323      10.419      10.692              
        21.7        0.17      0.4593      0.0612      0.0225       1.298      10.224      10.301              
        24.1        0.19      0.4998      0.0588      0.0221       1.273      10.030       9.896              
        26.5        0.21      0.5372      0.0563      0.0217       1.248       9.829       9.476              
        28.9        0.23      0.5718      0.0538      0.0212       1.221       9.617       9.046              
        31.3        0.24      0.6040      0.0511      0.0207       1.191       9.382       8.605              
        33.8        0.26      0.6340      0.0484      0.0201       1.158       9.119       8.152              
        36.2        0.28      0.6616      0.0457      0.0194       1.121       8.830       7.687              
        38.6        0.30      0.6868      0.0429      0.0187       1.080       8.510       7.211              
        41.0        0.32      0.7093      0.0400      0.0180       1.036       8.163       6.723              
        43.4        0.34      0.7290      0.0370      0.0172       0.988       7.786       6.225              
        45.8        0.36      0.7459      0.0340      0.0162       0.936       7.373       5.714              
        48.2        0.38      0.7599      0.0309      0.0152       0.879       6.923       5.192              
        50.6        0.39      0.7705      0.0277      0.0142       0.816       6.432       4.659              
        53.0        0.41      0.7758      0.0244      0.0130       0.750       5.909       4.113              
        55.5        0.43      0.7738      0.0211      0.0118       0.680       5.356       3.557              
        57.9        0.45      0.7612      0.0178      0.0105       0.606       4.776       2.990              
        60.3        0.47      0.7371      0.0143      0.0091       0.526       4.145       2.412              
        62.7        0.49      0.6931      0.0108      0.0076       0.440       3.466       1.824              
        65.1        0.51      0.6077      0.0073      0.0061       0.350       2.758       1.226              
        67.5        0.53      0.4303      0.0037      0.0045       0.258       2.035       0.617              
        69.9        0.54     -0.0008      0.0000      0.0031       0.177       1.397      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
