                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0773      0.0261       1.007       9.068       9.963              
         2.1        0.02      0.0556      0.0758      0.0256       0.989       8.901       9.764              
         4.2        0.04      0.1107      0.0742      0.0251       0.971       8.740       9.554              
         6.3        0.06      0.1652      0.0724      0.0247       0.953       8.584       9.333              
         8.4        0.08      0.2187      0.0706      0.0243       0.937       8.434       9.101              
        10.5        0.09      0.2707      0.0687      0.0238       0.921       8.288       8.858              
        12.7        0.11      0.3210      0.0668      0.0234       0.905       8.145       8.603              
        14.8        0.13      0.3692      0.0647      0.0230       0.889       8.004       8.335              
        16.9        0.15      0.4151      0.0625      0.0226       0.873       7.862       8.053              
        19.0        0.17      0.4582      0.0602      0.0222       0.858       7.721       7.760              
        21.1        0.19      0.4981      0.0579      0.0218       0.842       7.581       7.455              
        23.2        0.21      0.5350      0.0554      0.0214       0.826       7.436       7.139              
        25.3        0.23      0.5689      0.0529      0.0209       0.809       7.282       6.816              
        27.4        0.24      0.6005      0.0503      0.0205       0.790       7.110       6.484              
        29.5        0.26      0.6298      0.0477      0.0199       0.768       6.917       6.143              
        31.6        0.28      0.6567      0.0450      0.0193       0.745       6.703       5.794              
        33.8        0.30      0.6812      0.0422      0.0186       0.718       6.467       5.435              
        35.9        0.32      0.7025      0.0393      0.0179       0.690       6.213       5.068              
        38.0        0.34      0.7211      0.0364      0.0171       0.659       5.934       4.693              
        40.1        0.36      0.7370      0.0334      0.0162       0.625       5.626       4.308              
        42.2        0.38      0.7501      0.0304      0.0152       0.587       5.289       3.916              
        44.3        0.39      0.7599      0.0273      0.0142       0.547       4.921       3.515              
        46.4        0.41      0.7644      0.0241      0.0130       0.503       4.525       3.104              
        48.5        0.43      0.7608      0.0208      0.0118       0.456       4.107       2.682              
        50.6        0.45      0.7468      0.0175      0.0106       0.408       3.673       2.256              
        52.7        0.47      0.7207      0.0141      0.0092       0.355       3.195       1.819              
        54.9        0.49      0.6751      0.0107      0.0077       0.298       2.685       1.377              
        57.0        0.51      0.5877      0.0072      0.0062       0.239       2.150       0.924              
        59.1        0.53      0.4110      0.0036      0.0046       0.178       1.605       0.465              
        61.2        0.54     -0.0007      0.0000      0.0032       0.124       1.112       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
