                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0861      0.0277       4.151      23.785      27.401              
         3.3        0.02      0.0577      0.0842      0.0274       4.107      23.534      26.802              
         6.6        0.04      0.1138      0.0823      0.0272       4.068      23.310      26.192              
         9.9        0.06      0.1681      0.0803      0.0269       4.031      23.095      25.561              
        13.3        0.08      0.2207      0.0783      0.0266       3.990      22.861      24.907              
        16.6        0.09      0.2712      0.0762      0.0264       3.948      22.620      24.231              
        19.9        0.11      0.3197      0.0740      0.0261       3.903      22.363      23.529              
        23.2        0.13      0.3659      0.0717      0.0257       3.854      22.084      22.799              
        26.5        0.15      0.4099      0.0693      0.0254       3.801      21.781      22.038              
        29.8        0.17      0.4515      0.0668      0.0250       3.742      21.440      21.242              
        33.1        0.19      0.4910      0.0642      0.0245       3.674      21.049      20.411              
        36.5        0.21      0.5284      0.0614      0.0240       3.596      20.602      19.543              
        39.8        0.23      0.5635      0.0586      0.0234       3.510      20.113      18.652              
        43.1        0.24      0.5966      0.0557      0.0228       3.416      19.572      17.737              
        46.4        0.26      0.6274      0.0528      0.0221       3.313      18.980      16.799              
        49.7        0.28      0.6562      0.0498      0.0214       3.201      18.341      15.844              
        53.0        0.30      0.6829      0.0467      0.0206       3.080      17.645      14.872              
        56.3        0.32      0.7074      0.0436      0.0197       2.947      16.885      13.877              
        59.7        0.34      0.7297      0.0404      0.0187       2.803      16.060      12.857              
        63.0        0.36      0.7491      0.0371      0.0177       2.648      15.175      11.816              
        66.3        0.38      0.7653      0.0338      0.0166       2.481      14.213      10.741              
        69.6        0.39      0.7777      0.0303      0.0154       2.303      13.197       9.651              
        72.9        0.41      0.7851      0.0268      0.0141       2.113      12.107       8.533              
        76.2        0.43      0.7867      0.0232      0.0128       1.910      10.944       7.393              
        79.5        0.45      0.7789      0.0196      0.0113       1.697       9.722       6.231              
        82.9        0.47      0.7562      0.0158      0.0098       1.471       8.431       5.036              
        86.2        0.49      0.7102      0.0120      0.0082       1.235       7.075       3.816              
        89.5        0.51      0.6181      0.0081      0.0066       0.991       5.680       2.568              
        92.8        0.53      0.4307      0.0041      0.0050       0.746       4.274       1.299              
        96.1        0.54     -0.0011      0.0000      0.0036       0.540       3.096      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
