                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0739      0.0232       0.071       1.484       1.750              
         0.9        0.02      0.0584      0.0725      0.0233       0.071       1.490       1.716              
         1.8        0.04      0.1140      0.0710      0.0234       0.071       1.495       1.680              
         2.7        0.06      0.1667      0.0694      0.0235       0.071       1.499       1.643              
         3.6        0.08      0.2167      0.0678      0.0235       0.071       1.501       1.604              
         4.5        0.09      0.2639      0.0660      0.0235       0.071       1.500       1.562              
         5.4        0.11      0.3083      0.0642      0.0235       0.071       1.498       1.519              
         6.3        0.13      0.3500      0.0622      0.0234       0.071       1.493       1.473              
         7.2        0.15      0.3890      0.0602      0.0233       0.071       1.485       1.424              
         8.1        0.17      0.4250      0.0580      0.0231       0.070       1.474       1.373              
         9.0        0.19      0.4583      0.0558      0.0229       0.069       1.460       1.320              
        10.0        0.21      0.4888      0.0534      0.0226       0.069       1.442       1.265              
        10.9        0.23      0.5168      0.0510      0.0223       0.068       1.421       1.208              
        11.8        0.24      0.5422      0.0485      0.0219       0.066       1.396       1.149              
        12.7        0.26      0.5653      0.0460      0.0214       0.065       1.367       1.089              
        13.6        0.28      0.5859      0.0434      0.0209       0.063       1.333       1.027              
        14.5        0.30      0.6038      0.0407      0.0203       0.062       1.295       0.964              
        15.4        0.32      0.6187      0.0380      0.0196       0.060       1.252       0.899              
        16.3        0.34      0.6309      0.0352      0.0189       0.057       1.204       0.832              
        17.2        0.36      0.6410      0.0323      0.0180       0.055       1.148       0.764              
        18.1        0.38      0.6480      0.0293      0.0170       0.052       1.086       0.694              
        19.0        0.39      0.6522      0.0263      0.0159       0.048       1.017       0.623              
        19.9        0.41      0.6518      0.0233      0.0147       0.045       0.941       0.550              
        20.8        0.43      0.6448      0.0201      0.0135       0.041       0.861       0.476              
        21.7        0.45      0.6285      0.0169      0.0121       0.037       0.774       0.400              
        22.6        0.47      0.5998      0.0136      0.0107       0.032       0.681       0.323              
        23.5        0.49      0.5513      0.0103      0.0091       0.028       0.582       0.244              
        24.4        0.51      0.4663      0.0069      0.0075       0.023       0.479       0.163              
        25.3        0.53      0.3109      0.0035      0.0059       0.018       0.375       0.082              
        26.2        0.54     -0.0006      0.0000      0.0043       0.013       0.275       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
