                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0751      0.0238       0.336       4.229       4.938              
         1.5        0.02      0.0584      0.0737      0.0237       0.334       4.204       4.842              
         3.0        0.04      0.1150      0.0721      0.0236       0.331       4.178       4.740              
         4.5        0.06      0.1697      0.0705      0.0234       0.329       4.150       4.634              
         6.0        0.08      0.2224      0.0688      0.0232       0.327       4.120       4.521              
         7.5        0.09      0.2728      0.0670      0.0231       0.324       4.088       4.403              
         9.0        0.11      0.3210      0.0651      0.0228       0.321       4.052       4.279              
        10.6        0.13      0.3668      0.0631      0.0226       0.318       4.011       4.148              
        12.1        0.15      0.4100      0.0610      0.0224       0.315       3.964       4.010              
        13.6        0.17      0.4503      0.0588      0.0221       0.311       3.915       3.866              
        15.1        0.19      0.4877      0.0565      0.0218       0.306       3.860       3.716              
        16.6        0.21      0.5223      0.0541      0.0214       0.301       3.797       3.559              
        18.1        0.23      0.5542      0.0517      0.0210       0.296       3.727       3.397              
        19.6        0.24      0.5837      0.0492      0.0206       0.289       3.647       3.232              
        21.1        0.26      0.6108      0.0466      0.0200       0.282       3.556       3.062              
        22.6        0.28      0.6357      0.0439      0.0195       0.274       3.452       2.888              
        24.1        0.30      0.6572      0.0412      0.0188       0.265       3.341       2.709              
        25.6        0.32      0.6751      0.0384      0.0182       0.256       3.222       2.525              
        27.1        0.34      0.6904      0.0356      0.0174       0.245       3.088       2.338              
        28.6        0.36      0.7031      0.0327      0.0166       0.233       2.939       2.147              
        30.1        0.38      0.7127      0.0297      0.0156       0.220       2.774       1.951              
        31.7        0.39      0.7191      0.0266      0.0146       0.205       2.590       1.751              
        33.2        0.41      0.7200      0.0235      0.0135       0.190       2.394       1.546              
        34.7        0.43      0.7132      0.0204      0.0123       0.173       2.186       1.338              
        36.2        0.45      0.6967      0.0171      0.0111       0.156       1.963       1.125              
        37.7        0.47      0.6677      0.0138      0.0097       0.137       1.721       0.907              
        39.2        0.49      0.6182      0.0104      0.0082       0.116       1.460       0.685              
        40.7        0.51      0.5289      0.0070      0.0067       0.094       1.189       0.460              
        42.2        0.53      0.3591      0.0035      0.0051       0.072       0.912       0.231              
        43.7        0.54     -0.0001      0.0000      0.0037       0.052       0.652       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
