                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0908      0.0347       6.757      35.491      34.382              
         3.6        0.02      0.0484      0.0895      0.0347       6.744      35.419      33.886              
         7.2        0.04      0.0956      0.0881      0.0346       6.722      35.303      33.353              
        10.8        0.06      0.1419      0.0865      0.0343       6.674      35.050      32.770              
        14.4        0.08      0.1877      0.0849      0.0339       6.597      34.647      32.142              
        18.1        0.09      0.2329      0.0831      0.0335       6.506      34.170      31.459              
        21.7        0.11      0.2771      0.0811      0.0329       6.407      33.648      30.722              
        25.3        0.13      0.3204      0.0790      0.0324       6.292      33.045      29.903              
        28.9        0.15      0.3619      0.0764      0.0317       6.157      32.339      28.916              
        32.5        0.17      0.4021      0.0735      0.0309       6.004      31.533      27.849              
        36.1        0.19      0.4410      0.0706      0.0300       5.836      30.653      26.720              
        39.7        0.21      0.4786      0.0675      0.0291       5.656      29.708      25.550              
        43.3        0.23      0.5149      0.0643      0.0281       5.467      28.715      24.357              
        47.0        0.24      0.5493      0.0611      0.0271       5.276      27.712      23.147              
        50.6        0.26      0.5801      0.0579      0.0262       5.097      26.770      21.926              
        54.2        0.28      0.6079      0.0548      0.0253       4.927      25.880      20.732              
        57.8        0.30      0.6333      0.0516      0.0244       4.751      24.953      19.523              
        61.4        0.32      0.6569      0.0482      0.0234       4.554      23.919      18.269              
        65.0        0.34      0.6774      0.0450      0.0224       4.357      22.884      17.023              
        68.6        0.36      0.6949      0.0414      0.0212       4.131      21.695      15.686              
        72.2        0.38      0.7068      0.0378      0.0200       3.898      20.475      14.303              
        75.9        0.39      0.7186      0.0340      0.0186       3.624      19.035      12.877              
        79.5        0.41      0.7293      0.0301      0.0170       3.316      17.414      11.412              
        83.1        0.43      0.7285      0.0261      0.0155       3.009      15.804       9.896              
        86.7        0.45      0.6975      0.0220      0.0142       2.755      14.471       8.314              
        90.3        0.47      0.6658      0.0177      0.0125       2.429      12.759       6.717              
        93.9        0.49      0.6114      0.0135      0.0107       2.088      10.964       5.096              
        97.5        0.51      0.5165      0.0091      0.0089       1.732       9.096       3.440              
       101.1        0.53      0.3448      0.0047      0.0071       1.381       7.251       1.765              
       104.7        0.54     -0.0035      0.0000      0.0055       1.074       5.639      -0.013              
                                                                                                              
                                                                                                              
                                                                                                              
