                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0912      0.0437       0.756      15.879       8.678              
         1.6        0.02      0.0515      0.0900      0.0421       0.728      15.290       8.565              
         3.3        0.05      0.1052      0.0887      0.0406       0.702      14.749       8.434              
         4.9        0.07      0.1601      0.0871      0.0393       0.680      14.279       8.287              
         6.6        0.10      0.2154      0.0854      0.0382       0.660      13.869       8.124              
         8.2        0.12      0.2703      0.0835      0.0372       0.643      13.510       7.943              
         9.8        0.14      0.3240      0.0815      0.0363       0.628      13.196       7.749              
        11.5        0.17      0.3763      0.0793      0.0355       0.614      12.898       7.540              
        13.1        0.19      0.4265      0.0769      0.0347       0.601      12.621       7.317              
        14.8        0.22      0.4744      0.0744      0.0340       0.588      12.351       7.080              
        16.4        0.24      0.5198      0.0718      0.0332       0.575      12.079       6.829              
        18.1        0.26      0.5622      0.0690      0.0325       0.562      11.803       6.562              
        19.7        0.29      0.6013      0.0660      0.0317       0.548      11.517       6.276              
        21.3        0.31      0.6365      0.0628      0.0309       0.534      11.218       5.973              
        23.0        0.34      0.6673      0.0595      0.0300       0.519      10.911       5.656              
        24.6        0.36      0.6944      0.0561      0.0292       0.504      10.593       5.333              
        26.3        0.39      0.7189      0.0526      0.0282       0.487      10.235       5.002              
        27.9        0.41      0.7411      0.0490      0.0271       0.468       9.833       4.662              
        29.5        0.43      0.7610      0.0454      0.0258       0.447       9.383       4.314              
        31.2        0.46      0.7781      0.0416      0.0245       0.423       8.887       3.958              
        32.8        0.48      0.7911      0.0378      0.0230       0.398       8.360       3.597              
        34.5        0.51      0.8013      0.0339      0.0214       0.370       7.769       3.224              
        36.1        0.53      0.8084      0.0299      0.0196       0.339       7.121       2.846              
        37.7        0.55      0.8112      0.0259      0.0176       0.305       6.413       2.460              
        39.4        0.58      0.8060      0.0217      0.0156       0.270       5.664       2.069              
        41.0        0.60      0.7881      0.0176      0.0134       0.232       4.869       1.669              
        42.7        0.63      0.7534      0.0133      0.0110       0.190       4.001       1.261              
        44.3        0.65      0.6838      0.0089      0.0084       0.146       3.067       0.845              
        46.0        0.67      0.5155      0.0045      0.0058       0.101       2.115       0.424              
        47.6        0.70     -0.0056      0.0000      0.0037       0.065       1.357      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
