                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0940      0.0338       7.422      66.821      48.683              
         3.8        0.02      0.0654      0.0939      0.0346       7.606      68.484      48.641              
         7.7        0.05      0.1273      0.0938      0.0355       7.798      70.213      48.585              
        11.5        0.07      0.1860      0.0936      0.0364       7.991      71.948      48.486              
        15.3        0.10      0.2421      0.0924      0.0368       8.080      72.752      47.851              
        19.2        0.12      0.2956      0.0906      0.0369       8.113      73.050      46.932              
        23.0        0.14      0.3465      0.0886      0.0370       8.122      73.131      45.897              
        26.8        0.17      0.3950      0.0864      0.0369       8.105      72.976      44.747              
        30.7        0.19      0.4411      0.0840      0.0367       8.063      72.598      43.496              
        34.5        0.22      0.4849      0.0814      0.0364       7.998      72.007      42.156              
        38.3        0.24      0.5264      0.0786      0.0360       7.907      71.188      40.725              
        42.2        0.27      0.5657      0.0757      0.0355       7.792      70.152      39.204              
        46.0        0.29      0.6023      0.0726      0.0348       7.652      68.893      37.578              
        49.8        0.31      0.6365      0.0692      0.0340       7.481      67.352      35.834              
        53.7        0.34      0.6678      0.0656      0.0331       7.279      65.537      33.972              
        57.5        0.36      0.6971      0.0619      0.0321       7.046      63.442      32.039              
        61.3        0.39      0.7243      0.0580      0.0309       6.787      61.107      30.060              
        65.2        0.41      0.7490      0.0541      0.0296       6.504      58.555      28.035              
        69.0        0.43      0.7715      0.0501      0.0282       6.190      55.729      25.957              
        72.8        0.46      0.7921      0.0460      0.0266       5.843      52.604      23.832              
        76.7        0.48      0.8104      0.0418      0.0249       5.464      49.197      21.662              
        80.5        0.51      0.8256      0.0375      0.0230       5.055      45.514      19.446              
        84.3        0.53      0.8374      0.0332      0.0210       4.615      41.553      17.189              
        88.2        0.55      0.8446      0.0287      0.0188       4.140      37.279      14.876              
        92.0        0.58      0.8456      0.0242      0.0165       3.631      32.689      12.516              
        95.8        0.60      0.8381      0.0195      0.0140       3.081      27.740      10.106              
        99.6        0.63      0.8167      0.0148      0.0113       2.487      22.388       7.643              
       103.5        0.65      0.7636      0.0099      0.0084       1.855      16.703       5.133              
       107.3        0.67      0.6046      0.0050      0.0056       1.220      10.983       2.577              
       111.1        0.70     -0.0099      0.0000      0.0035       0.767       6.908      -0.026              
                                                                                                              
                                                                                                              
                                                                                                              
