                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0928      0.0403       3.225      40.656      24.525              
         2.7        0.02      0.0561      0.0919      0.0394       3.154      39.761      24.277              
         5.5        0.05      0.1134      0.0907      0.0385       3.082      38.846      23.955              
         8.2        0.07      0.1711      0.0892      0.0376       3.014      37.989      23.567              
        10.9        0.10      0.2283      0.0875      0.0369       2.956      37.256      23.126              
        13.7        0.12      0.2839      0.0857      0.0363       2.908      36.652      22.638              
        16.4        0.14      0.3375      0.0837      0.0358       2.866      36.129      22.105              
        19.1        0.17      0.3890      0.0815      0.0353       2.825      35.612      21.524              
        21.9        0.19      0.4382      0.0791      0.0348       2.784      35.091      20.905              
        24.6        0.22      0.4849      0.0766      0.0342       2.741      34.546      20.244              
        27.4        0.24      0.5289      0.0740      0.0337       2.695      33.969      19.542              
        30.1        0.26      0.5700      0.0711      0.0330       2.645      33.347      18.796              
        32.8        0.29      0.6080      0.0681      0.0324       2.591      32.658      18.000              
        35.6        0.31      0.6430      0.0649      0.0316       2.529      31.872      17.146              
        38.3        0.34      0.6747      0.0615      0.0307       2.459      30.991      16.246              
        41.0        0.36      0.7035      0.0580      0.0298       2.383      30.037      15.322              
        43.8        0.39      0.7297      0.0544      0.0287       2.299      28.973      14.373              
        46.5        0.41      0.7537      0.0507      0.0275       2.204      27.782      13.398              
        49.2        0.43      0.7756      0.0469      0.0262       2.099      26.458      12.401              
        52.0        0.46      0.7953      0.0431      0.0248       1.983      24.998      11.381              
        54.7        0.48      0.8121      0.0391      0.0232       1.857      23.408      10.338              
        57.4        0.51      0.8257      0.0351      0.0215       1.720      21.686       9.274              
        60.2        0.53      0.8354      0.0310      0.0196       1.573      19.825       8.189              
        62.9        0.55      0.8405      0.0268      0.0176       1.413      17.806       7.078              
        65.6        0.58      0.8389      0.0225      0.0155       1.242      15.655       5.952              
        68.4        0.60      0.8272      0.0182      0.0132       1.058      13.334       4.799              
        71.1        0.63      0.8008      0.0137      0.0107       0.858      10.819       3.625              
        73.8        0.65      0.7425      0.0092      0.0081       0.645       8.127       2.431              
        76.6        0.67      0.5830      0.0046      0.0053       0.427       5.385       1.220              
        79.3        0.70     -0.0077      0.0000      0.0033       0.267       3.361      -0.010              
                                                                                                              
                                                                                                              
                                                                                                              
