                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0892      0.0319       0.164       5.156       3.772              
         1.1        0.02      0.0659      0.0881      0.0322       0.165       5.204       3.726              
         2.2        0.05      0.1288      0.0869      0.0325       0.166       5.245       3.673              
         3.3        0.07      0.1888      0.0854      0.0327       0.168       5.281       3.612              
         4.4        0.10      0.2456      0.0839      0.0329       0.169       5.310       3.545              
         5.5        0.12      0.2994      0.0821      0.0330       0.169       5.332       3.471              
         6.6        0.14      0.3502      0.0802      0.0331       0.170       5.343       3.390              
         7.7        0.17      0.3981      0.0781      0.0331       0.170       5.342       3.303              
         8.8        0.19      0.4431      0.0759      0.0330       0.169       5.330       3.209              
         9.9        0.22      0.4852      0.0736      0.0329       0.168       5.306       3.110              
        10.9        0.24      0.5245      0.0710      0.0326       0.167       5.266       3.003              
        12.0        0.26      0.5609      0.0683      0.0323       0.165       5.212       2.889              
        13.1        0.29      0.5946      0.0654      0.0318       0.163       5.136       2.767              
        14.2        0.31      0.6256      0.0623      0.0312       0.160       5.037       2.636              
        15.3        0.34      0.6537      0.0590      0.0305       0.156       4.917       2.496              
        16.4        0.36      0.6786      0.0557      0.0296       0.152       4.784       2.353              
        17.5        0.39      0.7010      0.0522      0.0287       0.147       4.632       2.206              
        18.6        0.41      0.7208      0.0486      0.0276       0.142       4.459       2.056              
        19.7        0.43      0.7385      0.0450      0.0264       0.135       4.263       1.901              
        20.8        0.46      0.7527      0.0413      0.0251       0.128       4.049       1.744              
        21.9        0.48      0.7620      0.0375      0.0237       0.121       3.823       1.584              
        23.0        0.51      0.7686      0.0336      0.0221       0.113       3.568       1.420              
        24.1        0.53      0.7718      0.0296      0.0203       0.104       3.285       1.253              
        25.2        0.55      0.7710      0.0256      0.0184       0.094       2.970       1.083              
        26.3        0.58      0.7620      0.0215      0.0163       0.084       2.634       0.909              
        27.4        0.60      0.7411      0.0173      0.0141       0.072       2.274       0.733              
        28.5        0.63      0.7019      0.0131      0.0117       0.060       1.886       0.554              
        29.6        0.65      0.6271      0.0088      0.0091       0.047       1.470       0.371              
        30.6        0.67      0.4587      0.0044      0.0065       0.033       1.046       0.186              
        31.7        0.70     -0.0061      0.0000      0.0043       0.022       0.688      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
