                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0830      0.0634       8.351      65.791      27.076              
         4.0        0.03      0.0352      0.0829      0.0615       8.103      63.837      27.054              
         7.9        0.05      0.0726      0.0828      0.0595       7.848      61.831      27.023              
        11.9        0.08      0.1127      0.0827      0.0575       7.574      59.673      26.979              
        15.8        0.10      0.1556      0.0825      0.0553       7.295      57.471      26.923              
        19.8        0.13      0.2019      0.0823      0.0532       7.009      55.219      26.851              
        23.7        0.16      0.2522      0.0820      0.0509       6.713      52.885      26.762              
        27.7        0.18      0.3065      0.0817      0.0487       6.417      50.557      26.649              
        31.6        0.21      0.3651      0.0811      0.0464       6.113      48.162      26.462              
        35.6        0.23      0.4272      0.0800      0.0440       5.798      45.680      26.103              
        39.5        0.26      0.4912      0.0783      0.0416       5.481      43.176      25.533              
        43.5        0.29      0.5525      0.0760      0.0395       5.204      40.997      24.790              
        47.4        0.31      0.6061      0.0732      0.0378       4.987      39.291      23.892              
        51.4        0.34      0.6509      0.0697      0.0363       4.785      37.695      22.724              
        55.4        0.37      0.6862      0.0660      0.0351       4.627      36.454      21.513              
        59.3        0.39      0.7163      0.0622      0.0340       4.479      35.288      20.289              
        63.3        0.42      0.7437      0.0583      0.0328       4.317      34.010      19.033              
        67.2        0.44      0.7682      0.0544      0.0314       4.140      32.619      17.748              
        71.2        0.47      0.7904      0.0504      0.0299       3.946      31.085      16.435              
        75.1        0.50      0.8105      0.0463      0.0283       3.731      29.395      15.097              
        79.1        0.52      0.8283      0.0421      0.0265       3.492      27.514      13.719              
        83.0        0.55      0.8439      0.0377      0.0245       3.228      25.428      12.302              
        87.0        0.57      0.8567      0.0333      0.0223       2.939      23.151      10.854              
        90.9        0.60      0.8652      0.0288      0.0199       2.628      20.707       9.378              
        94.9        0.63      0.8681      0.0241      0.0174       2.296      18.089       7.877              
        98.8        0.65      0.8596      0.0195      0.0148       1.951      15.367       6.361              
       102.8        0.68      0.8276      0.0148      0.0121       1.594      12.559       4.813              
       106.7        0.70      0.7490      0.0099      0.0093       1.230       9.692       3.237              
       110.7        0.73      0.5586      0.0050      0.0065       0.859       6.764       1.625              
       114.7        0.76     -0.0092      0.0000      0.0038       0.500       3.936      -0.015              
                                                                                                              
                                                                                                              
                                                                                                              
