                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0795      0.0310       0.064       2.014       1.621              
         1.0        0.03      0.0656      0.0793      0.0316       0.065       2.049       1.616              
         2.0        0.05      0.1286      0.0790      0.0321       0.066       2.084       1.611              
         3.0        0.08      0.1888      0.0786      0.0326       0.067       2.118       1.603              
         4.0        0.10      0.2463      0.0781      0.0331       0.068       2.150       1.592              
         4.9        0.13      0.3011      0.0774      0.0336       0.069       2.180       1.579              
         5.9        0.16      0.3530      0.0766      0.0340       0.070       2.207       1.561              
         6.9        0.18      0.4020      0.0755      0.0344       0.071       2.230       1.540              
         7.9        0.21      0.4481      0.0742      0.0346       0.071       2.247       1.513              
         8.9        0.24      0.4912      0.0726      0.0348       0.072       2.257       1.481              
         9.9        0.26      0.5313      0.0708      0.0348       0.072       2.260       1.444              
        10.9        0.29      0.5682      0.0686      0.0347       0.072       2.254       1.400              
        11.9        0.31      0.6019      0.0659      0.0343       0.071       2.229       1.344              
        12.9        0.34      0.6322      0.0627      0.0337       0.069       2.186       1.278              
        13.9        0.37      0.6584      0.0594      0.0330       0.068       2.140       1.210              
        14.8        0.39      0.6810      0.0559      0.0322       0.066       2.089       1.141              
        15.8        0.42      0.7000      0.0525      0.0313       0.065       2.033       1.070              
        16.8        0.44      0.7154      0.0489      0.0304       0.063       1.970       0.997              
        17.8        0.47      0.7276      0.0453      0.0293       0.060       1.899       0.923              
        18.8        0.50      0.7368      0.0415      0.0280       0.058       1.817       0.847              
        19.8        0.52      0.7433      0.0377      0.0265       0.055       1.722       0.769              
        20.8        0.55      0.7476      0.0338      0.0248       0.051       1.612       0.690              
        21.8        0.57      0.7492      0.0298      0.0229       0.047       1.486       0.609              
        22.8        0.60      0.7472      0.0258      0.0207       0.043       1.346       0.526              
        23.8        0.63      0.7404      0.0216      0.0183       0.038       1.189       0.441              
        24.7        0.65      0.7238      0.0174      0.0157       0.032       1.019       0.355              
        25.7        0.68      0.6841      0.0131      0.0130       0.027       0.846       0.268              
        26.7        0.71      0.6019      0.0088      0.0103       0.021       0.670       0.179              
        27.7        0.73      0.4270      0.0044      0.0076       0.016       0.491       0.090              
        28.7        0.76     -0.0043      0.0000      0.0049       0.010       0.318      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
