                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0794      0.0283       0.196       4.127       3.641              
         1.5        0.03      0.0713      0.0792      0.0290       0.201       4.233       3.633              
         3.0        0.05      0.1387      0.0789      0.0297       0.207       4.339       3.621              
         4.4        0.08      0.2022      0.0786      0.0304       0.212       4.445       3.605              
         5.9        0.10      0.2619      0.0781      0.0311       0.216       4.548       3.583              
         7.4        0.13      0.3179      0.0775      0.0318       0.221       4.645       3.555              
         8.9        0.16      0.3704      0.0767      0.0324       0.225       4.735       3.518              
        10.4        0.18      0.4195      0.0757      0.0330       0.229       4.813       3.472              
        11.9        0.21      0.4653      0.0744      0.0334       0.232       4.877       3.414              
        13.3        0.23      0.5079      0.0729      0.0337       0.234       4.924       3.344              
        14.8        0.26      0.5475      0.0711      0.0339       0.236       4.950       3.261              
        16.3        0.29      0.5842      0.0690      0.0339       0.236       4.951       3.164              
        17.8        0.31      0.6183      0.0663      0.0336       0.234       4.906       3.042              
        19.3        0.34      0.6497      0.0631      0.0329       0.229       4.810       2.893              
        20.8        0.37      0.6779      0.0597      0.0322       0.224       4.703       2.740              
        22.2        0.39      0.7033      0.0563      0.0314       0.218       4.578       2.583              
        23.7        0.42      0.7260      0.0528      0.0304       0.211       4.436       2.422              
        25.2        0.44      0.7456      0.0492      0.0293       0.204       4.277       2.258              
        26.7        0.47      0.7623      0.0455      0.0281       0.195       4.099       2.089              
        28.2        0.50      0.7759      0.0418      0.0267       0.186       3.899       1.916              
        29.7        0.52      0.7868      0.0379      0.0252       0.175       3.674       1.739              
        31.1        0.55      0.7947      0.0340      0.0234       0.163       3.423       1.559              
        32.6        0.57      0.7976      0.0300      0.0216       0.150       3.151       1.375              
        34.1        0.60      0.7962      0.0259      0.0195       0.136       2.850       1.187              
        35.6        0.63      0.7899      0.0217      0.0172       0.120       2.514       0.996              
        37.1        0.65      0.7718      0.0175      0.0148       0.103       2.157       0.801              
        38.6        0.68      0.7289      0.0132      0.0123       0.085       1.791       0.604              
        40.0        0.70      0.6413      0.0088      0.0097       0.067       1.415       0.405              
        41.5        0.73      0.4550      0.0044      0.0071       0.049       1.039       0.203              
        43.0        0.76     -0.0037      0.0000      0.0046       0.032       0.673      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
