                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0826      0.0602       1.937      24.418      10.524              
         2.5        0.03      0.0371      0.0824      0.0580       1.866      23.519      10.502              
         4.9        0.05      0.0770      0.0822      0.0557       1.792      22.593      10.469              
         7.4        0.08      0.1200      0.0818      0.0533       1.716      21.636      10.424              
         9.9        0.10      0.1666      0.0813      0.0509       1.639      20.657      10.361              
        12.4        0.13      0.2169      0.0806      0.0485       1.560      19.669      10.276              
        14.8        0.16      0.2710      0.0797      0.0461       1.482      18.684      10.162              
        17.3        0.18      0.3283      0.0786      0.0437       1.407      17.733      10.015              
        19.8        0.21      0.3880      0.0772      0.0415       1.335      16.833       9.832              
        22.2        0.23      0.4486      0.0754      0.0395       1.270      16.006       9.608              
        24.7        0.26      0.5082      0.0733      0.0376       1.211      15.268       9.345              
        27.2        0.29      0.5649      0.0709      0.0360       1.160      14.616       9.039              
        29.6        0.31      0.6163      0.0681      0.0346       1.113      14.024       8.674              
        32.1        0.34      0.6590      0.0646      0.0332       1.069      13.481       8.229              
        34.6        0.37      0.6903      0.0612      0.0324       1.041      13.123       7.792              
        37.1        0.39      0.7177      0.0577      0.0314       1.012      12.750       7.346              
        39.5        0.42      0.7427      0.0541      0.0304       0.978      12.323       6.889              
        42.0        0.44      0.7651      0.0504      0.0292       0.940      11.845       6.420              
        44.5        0.47      0.7851      0.0466      0.0279       0.897      11.310       5.940              
        46.9        0.50      0.8025      0.0428      0.0264       0.850      10.715       5.450              
        49.4        0.52      0.8174      0.0388      0.0248       0.798      10.055       4.949              
        51.9        0.55      0.8296      0.0348      0.0230       0.740       9.329       4.438              
        54.3        0.57      0.8374      0.0307      0.0211       0.678       8.545       3.917              
        56.8        0.60      0.8409      0.0266      0.0190       0.610       7.687       3.384              
        59.3        0.63      0.8395      0.0223      0.0166       0.535       6.743       2.841              
        61.8        0.65      0.8264      0.0179      0.0142       0.456       5.746       2.287              
        64.2        0.68      0.7870      0.0135      0.0117       0.376       4.736       1.726              
        66.7        0.70      0.7006      0.0091      0.0091       0.294       3.705       1.158              
        69.2        0.73      0.5105      0.0046      0.0065       0.210       2.653       0.582              
        71.6        0.76     -0.0024      0.0000      0.0040       0.130       1.641      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
