                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0800      0.0424      14.524      83.215      49.360              
         5.4        0.03      0.0479      0.0800      0.0429      14.713      84.298      49.337              
        10.7        0.05      0.0915      0.0800      0.0450      15.411      88.301      49.344              
        16.1        0.08      0.1161      0.0804      0.0534      18.308     104.897      49.563              
        21.4        0.10      0.1538      0.0803      0.0537      18.396     105.401      49.504              
        26.8        0.13      0.1770      0.0805      0.0585      20.032     114.774      49.628              
        32.2        0.15      0.2285      0.0801      0.0541      18.533     106.188      49.382              
        37.5        0.18      0.2652      0.0799      0.0543      18.595     106.540      49.301              
        42.9        0.21      0.3014      0.0793      0.0542      18.557     106.323      48.929              
        48.2        0.23      0.3372      0.0794      0.0545      18.684     107.053      48.989              
        53.6        0.26      0.3726      0.0791      0.0546      18.723     107.275      48.813              
        58.9        0.28      0.4074      0.0790      0.0549      18.797     107.698      48.717              
        64.3        0.31      0.4428      0.0788      0.0549      18.823     107.846      48.597              
        69.7        0.33      0.4737      0.0785      0.0554      18.986     108.782      48.406              
        75.0        0.36      0.5020      0.0763      0.0548      18.761     107.494      47.069              
        80.4        0.39      0.5382      0.0734      0.0527      18.041     103.370      45.296              
        85.7        0.41      0.5563      0.0705      0.0522      17.875     102.417      43.490              
        91.1        0.44      0.5877      0.0672      0.0500      17.128      98.138      41.437              
        96.5        0.46      0.6165      0.0635      0.0477      16.329      93.561      39.134              
       101.8        0.49      0.6396      0.0591      0.0452      15.473      88.653      36.450              
       107.2        0.51      0.6538      0.0546      0.0430      14.720      84.342      33.675              
       112.5        0.54      0.6547      0.0506      0.0417      14.290      81.878      31.177              
       117.9        0.57      0.6596      0.0450      0.0386      13.234      75.827      27.767              
       123.3        0.59      0.6562      0.0395      0.0356      12.200      69.902      24.356              
       128.6        0.62      0.6481      0.0336      0.0320      10.980      62.912      20.748              
       134.0        0.64      0.6273      0.0273      0.0280       9.584      54.913      16.827              
       139.3        0.67      0.5712      0.0208      0.0244       8.355      47.868      12.843              
       144.7        0.69      0.4726      0.0141      0.0207       7.086      40.600       8.679              
       150.1        0.72      0.3024      0.0071      0.0168       5.773      33.075       4.363              
       155.4        0.75     -0.0024      0.0000      0.0130       4.462      25.568      -0.025              
                                                                                                              
                                                                                                              
                                                                                                              
