                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0843      0.0784       4.358      45.778      15.460              
         3.0        0.03      0.0294      0.0841      0.0747       4.154      43.630      15.428              
         5.9        0.05      0.0617      0.0839      0.0709       3.942      41.411      15.386              
         8.9        0.08      0.0976      0.0835      0.0670       3.725      39.123      15.326              
        11.9        0.10      0.1378      0.0831      0.0629       3.500      36.764      15.243              
        14.8        0.13      0.1829      0.0824      0.0588       3.271      34.360      15.127              
        17.8        0.16      0.2335      0.0816      0.0547       3.041      31.945      14.968              
        20.8        0.18      0.2901      0.0804      0.0506       2.816      29.579      14.757              
        23.7        0.21      0.3521      0.0789      0.0468       2.603      27.341      14.485              
        26.7        0.23      0.4180      0.0771      0.0433       2.409      25.305      14.147              
        29.7        0.26      0.4852      0.0749      0.0403       2.240      23.530      13.744              
        32.6        0.29      0.5506      0.0724      0.0377       2.098      22.034      13.278              
        35.6        0.31      0.6105      0.0694      0.0356       1.979      20.786      12.731              
        38.6        0.34      0.6593      0.0658      0.0338       1.882      19.764      12.067              
        41.5        0.37      0.6927      0.0623      0.0328       1.826      19.178      11.422              
        44.5        0.39      0.7208      0.0587      0.0319       1.773      18.619      10.770              
        47.4        0.42      0.7466      0.0550      0.0308       1.712      17.981      10.100              
        50.4        0.44      0.7700      0.0513      0.0296       1.644      17.267       9.415              
        53.4        0.47      0.7911      0.0475      0.0282       1.568      16.468       8.712              
        56.3        0.50      0.8099      0.0436      0.0267       1.483      15.577       7.993              
        59.3        0.52      0.8264      0.0396      0.0250       1.389      14.592       7.258              
        62.3        0.55      0.8403      0.0355      0.0231       1.286      13.509       6.507              
        65.2        0.57      0.8504      0.0313      0.0211       1.174      12.330       5.738              
        68.2        0.60      0.8563      0.0270      0.0189       1.052      11.051       4.953              
        71.2        0.63      0.8574      0.0227      0.0165       0.920       9.665       4.157              
        74.1        0.65      0.8472      0.0182      0.0140       0.781       8.201       3.346              
        77.1        0.68      0.8098      0.0138      0.0115       0.641       6.736       2.526              
        80.1        0.70      0.7250      0.0092      0.0090       0.499       5.244       1.695              
        83.0        0.73      0.5332      0.0046      0.0064       0.353       3.713       0.851              
        86.0        0.76     -0.0055      0.0000      0.0038       0.213       2.239      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
