                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1010      0.0550       3.759      33.843      20.552              
         3.4        0.03      0.0508      0.1010      0.0544       3.717      33.464      20.540              
         6.9        0.05      0.1028      0.1009      0.0537       3.671      33.053      20.517              
        10.3        0.08      0.1558      0.1007      0.0531       3.625      32.636      20.481              
        13.8        0.11      0.2101      0.1004      0.0523       3.574      32.180      20.421              
        17.2        0.14      0.2651      0.0998      0.0515       3.519      31.683      20.298              
        20.7        0.16      0.3206      0.0986      0.0505       3.451      31.074      20.060              
        24.1        0.19      0.3760      0.0970      0.0494       3.377      30.404      19.732              
        27.6        0.22      0.4296      0.0950      0.0484       3.308      29.788      19.325              
        31.0        0.25      0.4799      0.0927      0.0476       3.249      29.254      18.848              
        34.5        0.27      0.5272      0.0900      0.0467       3.192      28.736      18.303              
        37.9        0.30      0.5712      0.0870      0.0458       3.131      28.192      17.688              
        41.4        0.33      0.6120      0.0836      0.0449       3.064      27.591      17.002              
        44.8        0.36      0.6492      0.0799      0.0438       2.990      26.923      16.245              
        48.3        0.38      0.6827      0.0757      0.0425       2.904      26.148      15.406              
        51.7        0.41      0.7124      0.0714      0.0411       2.810      25.296      14.516              
        55.2        0.44      0.7392      0.0669      0.0396       2.708      24.378      13.609              
        58.6        0.47      0.7639      0.0623      0.0380       2.594      23.355      12.680              
        62.0        0.49      0.7860      0.0577      0.0361       2.469      22.230      11.729              
        65.5        0.52      0.8061      0.0529      0.0341       2.331      20.986      10.757              
        68.9        0.55      0.8241      0.0480      0.0319       2.178      19.607       9.761              
        72.4        0.57      0.8397      0.0430      0.0294       2.010      18.094       8.742              
        75.8        0.60      0.8511      0.0379      0.0268       1.830      16.481       7.703              
        79.3        0.63      0.8570      0.0327      0.0240       1.639      14.760       6.645              
        82.7        0.66      0.8553      0.0273      0.0210       1.434      12.913       5.560              
        86.2        0.68      0.8414      0.0219      0.0178       1.219      10.976       4.463              
        89.6        0.71      0.8067      0.0165      0.0146       0.996       8.967       3.361              
        93.1        0.74      0.7310      0.0111      0.0112       0.766       6.899       2.257              
        96.5        0.77      0.5439      0.0056      0.0079       0.537       4.830       1.134              
       100.0        0.79     -0.0041      0.0000      0.0047       0.318       2.866      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
