                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1031      0.0768       3.306      34.726      15.415              
         3.0        0.03      0.0382      0.1029      0.0737       3.171      33.308      15.383              
         5.9        0.05      0.0797      0.1026      0.0704       3.031      31.837      15.337              
         8.9        0.08      0.1250      0.1022      0.0671       2.888      30.331      15.268              
        11.8        0.11      0.1742      0.1014      0.0637       2.741      28.794      15.151              
        14.8        0.14      0.2274      0.1002      0.0603       2.594      27.245      14.969              
        17.7        0.16      0.2842      0.0986      0.0569       2.450      25.733      14.731              
        20.7        0.19      0.3429      0.0966      0.0540       2.323      24.397      14.440              
        23.6        0.22      0.4009      0.0944      0.0515       2.217      23.288      14.102              
        26.6        0.25      0.4574      0.0918      0.0494       2.127      22.340      13.718              
        29.5        0.27      0.5111      0.0889      0.0476       2.048      21.515      13.289              
        32.5        0.30      0.5615      0.0857      0.0460       1.977      20.772      12.813              
        35.5        0.33      0.6076      0.0822      0.0444       1.912      20.086      12.289              
        38.4        0.36      0.6485      0.0784      0.0430       1.851      19.444      11.720              
        41.4        0.38      0.6839      0.0743      0.0416       1.790      18.807      11.101              
        44.3        0.41      0.7138      0.0700      0.0402       1.731      18.184      10.456              
        47.3        0.44      0.7403      0.0656      0.0388       1.669      17.532       9.802              
        50.2        0.47      0.7645      0.0611      0.0372       1.600      16.805       9.131              
        53.2        0.49      0.7864      0.0565      0.0354       1.523      15.999       8.446              
        56.1        0.52      0.8062      0.0518      0.0334       1.438      15.106       7.745              
        59.1        0.55      0.8237      0.0470      0.0312       1.344      14.119       7.026              
        62.0        0.57      0.8384      0.0421      0.0288       1.241      13.036       6.289              
        65.0        0.60      0.8489      0.0371      0.0263       1.131      11.878       5.539              
        68.0        0.63      0.8544      0.0319      0.0235       1.013      10.637       4.775              
        70.9        0.66      0.8524      0.0267      0.0206       0.887       9.312       3.997              
        73.9        0.68      0.8374      0.0215      0.0175       0.754       7.921       3.206              
        76.8        0.71      0.8004      0.0162      0.0144       0.618       6.491       2.415              
        79.8        0.74      0.7215      0.0108      0.0111       0.478       5.017       1.620              
        82.7        0.77      0.5330      0.0054      0.0078       0.337       3.535       0.813              
        85.7        0.79     -0.0031      0.0000      0.0047       0.203       2.131      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
