                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0987      0.0397       0.063       1.993       1.639              
         1.0        0.03      0.0664      0.0984      0.0405       0.064       2.033       1.633              
         2.0        0.05      0.1297      0.0978      0.0412       0.066       2.069       1.624              
         2.9        0.08      0.1900      0.0971      0.0419       0.067       2.102       1.612              
         3.9        0.11      0.2473      0.0961      0.0424       0.068       2.131       1.595              
         4.9        0.14      0.3017      0.0949      0.0429       0.068       2.156       1.575              
         5.9        0.16      0.3530      0.0934      0.0434       0.069       2.177       1.551              
         6.9        0.19      0.4015      0.0917      0.0437       0.070       2.192       1.522              
         7.9        0.22      0.4470      0.0897      0.0438       0.070       2.202       1.490              
         8.8        0.25      0.4894      0.0874      0.0439       0.070       2.205       1.452              
         9.8        0.27      0.5291      0.0849      0.0438       0.070       2.201       1.410              
        10.8        0.30      0.5659      0.0821      0.0436       0.069       2.189       1.364              
        11.8        0.33      0.5996      0.0790      0.0432       0.069       2.168       1.311              
        12.8        0.36      0.6301      0.0755      0.0425       0.068       2.136       1.254              
        13.8        0.38      0.6575      0.0716      0.0416       0.066       2.091       1.189              
        14.7        0.41      0.6818      0.0675      0.0406       0.065       2.036       1.121              
        15.7        0.44      0.7031      0.0633      0.0393       0.063       1.975       1.051              
        16.7        0.46      0.7211      0.0590      0.0380       0.061       1.907       0.979              
        17.7        0.49      0.7363      0.0546      0.0364       0.058       1.830       0.906              
        18.7        0.52      0.7487      0.0501      0.0347       0.055       1.743       0.832              
        19.7        0.55      0.7587      0.0455      0.0327       0.052       1.644       0.755              
        20.6        0.57      0.7657      0.0408      0.0305       0.049       1.533       0.677              
        21.6        0.60      0.7681      0.0360      0.0281       0.045       1.413       0.597              
        22.6        0.63      0.7667      0.0311      0.0255       0.041       1.279       0.516              
        23.6        0.66      0.7588      0.0261      0.0225       0.036       1.131       0.433              
        24.6        0.68      0.7391      0.0210      0.0194       0.031       0.974       0.349              
        25.6        0.71      0.6979      0.0159      0.0162       0.026       0.812       0.264              
        26.5        0.74      0.6160      0.0107      0.0128       0.020       0.642       0.177              
        27.5        0.76      0.4379      0.0054      0.0094       0.015       0.472       0.089              
        28.5        0.79     -0.0031      0.0000      0.0062       0.010       0.313       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
