                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0996      0.0399       5.787      40.527      33.507              
         4.4        0.03      0.0667      0.0997      0.0409       5.934      41.557      33.528              
         8.8        0.05      0.1300      0.0998      0.0419       6.090      42.648      33.552              
        13.3        0.08      0.1901      0.0999      0.0431       6.251      43.777      33.577              
        17.7        0.11      0.2470      0.0999      0.0442       6.422      44.969      33.604              
        22.1        0.14      0.3007      0.1000      0.0454       6.598      46.205      33.634              
        26.5        0.16      0.3513      0.1001      0.0467       6.783      47.500      33.658              
        31.0        0.19      0.3986      0.1001      0.0480       6.976      48.854      33.670              
        35.4        0.22      0.4431      0.0998      0.0492       7.150      50.071      33.561              
        39.8        0.25      0.4862      0.0979      0.0495       7.189      50.342      32.915              
        44.2        0.27      0.5275      0.0953      0.0494       7.170      50.209      32.052              
        48.7        0.30      0.5667      0.0923      0.0490       7.110      49.791      31.045              
        53.1        0.33      0.6040      0.0889      0.0483       7.008      49.077      29.894              
        57.5        0.36      0.6393      0.0851      0.0473       6.863      48.061      28.604              
        61.9        0.38      0.6726      0.0808      0.0460       6.674      46.736      27.172              
        66.4        0.41      0.7033      0.0762      0.0444       6.447      45.149      25.619              
        70.8        0.44      0.7312      0.0715      0.0427       6.205      43.452      24.032              
        75.2        0.46      0.7564      0.0666      0.0409       5.944      41.623      22.411              
        79.6        0.49      0.7796      0.0617      0.0389       5.653      39.590      20.751              
        84.1        0.52      0.8005      0.0567      0.0368       5.336      37.370      19.054              
        88.5        0.55      0.8192      0.0515      0.0344       4.989      34.938      17.318              
        92.9        0.57      0.8360      0.0462      0.0317       4.605      32.249      15.537              
        97.3        0.60      0.8493      0.0408      0.0289       4.193      29.366      13.720              
       101.8        0.63      0.8577      0.0353      0.0258       3.753      26.285      11.862              
       106.2        0.66      0.8588      0.0297      0.0227       3.290      23.043       9.978              
       110.6        0.68      0.8483      0.0239      0.0193       2.800      19.609       8.053              
       115.0        0.71      0.8177      0.0182      0.0158       2.290      16.037       6.104              
       119.5        0.74      0.7501      0.0123      0.0121       1.757      12.303       4.136              
       123.9        0.77      0.5648      0.0062      0.0084       1.220       8.541       2.085              
       128.3        0.79     -0.0035      0.0000      0.0051       0.735       5.144      -0.007              
                                                                                                              
                                                                                                              
                                                                                                              
