                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1044      0.0890       2.217      27.942      10.830              
         2.5        0.03      0.0337      0.1040      0.0842       2.097      26.438      10.794              
         4.9        0.05      0.0712      0.1035      0.0794       1.978      24.934      10.742              
         7.4        0.08      0.1128      0.1027      0.0746       1.857      23.406      10.661              
         9.8        0.11      0.1593      0.1016      0.0697       1.735      21.864      10.541              
        12.3        0.14      0.2106      0.1001      0.0649       1.615      20.362      10.387              
        14.7        0.16      0.2661      0.0983      0.0605       1.507      18.997      10.202              
        17.2        0.19      0.3240      0.0962      0.0568       1.413      17.816       9.984              
        19.7        0.22      0.3829      0.0938      0.0535       1.333      16.799       9.736              
        22.1        0.25      0.4415      0.0911      0.0507       1.263      15.922       9.459              
        24.6        0.27      0.4986      0.0881      0.0483       1.202      15.152       9.148              
        27.0        0.30      0.5525      0.0849      0.0461       1.149      14.481       8.808              
        29.5        0.33      0.6020      0.0813      0.0442       1.102      13.886       8.435              
        31.9        0.36      0.6457      0.0774      0.0426       1.060      13.361       8.036              
        34.4        0.38      0.6827      0.0733      0.0410       1.022      12.882       7.607              
        36.9        0.41      0.7128      0.0690      0.0397       0.988      12.451       7.165              
        39.3        0.44      0.7389      0.0647      0.0383       0.953      12.014       6.718              
        41.8        0.46      0.7628      0.0603      0.0367       0.914      11.522       6.260              
        44.2        0.49      0.7845      0.0558      0.0350       0.871      10.974       5.792              
        46.7        0.52      0.8039      0.0512      0.0330       0.823      10.369       5.313              
        49.1        0.55      0.8210      0.0465      0.0309       0.770       9.701       4.822              
        51.6        0.57      0.8352      0.0416      0.0286       0.712       8.970       4.320              
        54.0        0.60      0.8449      0.0367      0.0261       0.650       8.190       3.809              
        56.5        0.63      0.8503      0.0317      0.0234       0.583       7.343       3.287              
        59.0        0.66      0.8488      0.0265      0.0205       0.510       6.433       2.755              
        61.4        0.68      0.8335      0.0213      0.0175       0.435       5.483       2.214              
        63.9        0.71      0.7947      0.0161      0.0144       0.358       4.514       1.671              
        66.3        0.74      0.7128      0.0108      0.0112       0.278       3.505       1.121              
        68.8        0.76      0.5252      0.0054      0.0079       0.196       2.476       0.562              
        71.2        0.79     -0.0018      0.0000      0.0049       0.122       1.536      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
