                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1021      0.0692       0.882      13.896       6.785              
         2.0        0.03      0.0418      0.1018      0.0665       0.848      13.356       6.761              
         3.9        0.05      0.0867      0.1012      0.0638       0.813      12.813       6.725              
         5.9        0.08      0.1346      0.1004      0.0611       0.779      12.279       6.672              
         7.9        0.11      0.1859      0.0993      0.0583       0.744      11.717       6.596              
         9.8        0.14      0.2400      0.0979      0.0557       0.710      11.184       6.503              
        11.8        0.16      0.2956      0.0962      0.0533       0.680      10.711       6.393              
        13.8        0.19      0.3518      0.0943      0.0512       0.653      10.289       6.263              
        15.7        0.22      0.4074      0.0920      0.0494       0.629       9.913       6.114              
        17.7        0.25      0.4614      0.0895      0.0477       0.608       9.575       5.946              
        19.6        0.27      0.5131      0.0867      0.0461       0.588       9.266       5.759              
        21.6        0.30      0.5615      0.0836      0.0447       0.570       8.981       5.553              
        23.6        0.33      0.6057      0.0802      0.0434       0.553       8.711       5.326              
        25.5        0.35      0.6451      0.0765      0.0421       0.536       8.452       5.081              
        27.5        0.38      0.6792      0.0725      0.0408       0.520       8.190       4.813              
        29.5        0.41      0.7079      0.0683      0.0395       0.503       7.932       4.534              
        31.4        0.44      0.7331      0.0640      0.0381       0.486       7.660       4.251              
        33.4        0.46      0.7558      0.0596      0.0366       0.467       7.357       3.962              
        35.4        0.49      0.7761      0.0552      0.0349       0.445       7.018       3.665              
        37.3        0.52      0.7940      0.0506      0.0331       0.422       6.645       3.363              
        39.3        0.55      0.8095      0.0460      0.0310       0.395       6.228       3.054              
        41.3        0.57      0.8216      0.0412      0.0287       0.366       5.773       2.736              
        43.2        0.60      0.8288      0.0363      0.0263       0.335       5.286       2.412              
        45.2        0.63      0.8317      0.0314      0.0237       0.302       4.755       2.083              
        47.2        0.66      0.8279      0.0263      0.0208       0.265       4.182       1.748              
        49.1        0.68      0.8103      0.0212      0.0178       0.227       3.582       1.406              
        51.1        0.71      0.7699      0.0160      0.0147       0.188       2.960       1.062              
        53.0        0.74      0.6872      0.0107      0.0115       0.147       2.310       0.712              
        55.0        0.76      0.4998      0.0054      0.0082       0.105       1.652       0.357              
        57.0        0.79     -0.0011      0.0000      0.0052       0.067       1.050       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
