                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0995      0.0386       3.936      31.006      26.449              
         3.9        0.03      0.0687      0.0996      0.0397       4.049      31.900      26.459              
         7.9        0.05      0.1335      0.0996      0.0409       4.167      32.831      26.467              
        11.8        0.08      0.1946      0.0996      0.0421       4.290      33.796      26.471              
        15.8        0.11      0.2520      0.0996      0.0433       4.416      34.787      26.465              
        19.7        0.14      0.3059      0.0995      0.0445       4.543      35.791      26.443              
        23.6        0.16      0.3565      0.0993      0.0458       4.667      36.768      26.383              
        27.6        0.19      0.4047      0.0982      0.0465       4.743      37.365      26.091              
        31.5        0.22      0.4506      0.0965      0.0469       4.784      37.692      25.640              
        35.5        0.25      0.4942      0.0944      0.0471       4.799      37.807      25.072              
        39.4        0.27      0.5356      0.0918      0.0469       4.788      37.718      24.395              
        43.4        0.30      0.5748      0.0889      0.0466       4.750      37.425      23.618              
        47.3        0.33      0.6120      0.0856      0.0459       4.686      36.914      22.736              
        51.2        0.36      0.6471      0.0819      0.0450       4.593      36.184      21.750              
        55.2        0.38      0.6797      0.0777      0.0438       4.470      35.218      20.648              
        59.1        0.41      0.7096      0.0733      0.0424       4.324      34.065      19.462              
        63.1        0.44      0.7367      0.0687      0.0408       4.166      32.817      18.249              
        67.0        0.47      0.7617      0.0640      0.0391       3.989      31.428      17.004              
        70.9        0.49      0.7844      0.0592      0.0372       3.794      29.888      15.729              
        74.9        0.52      0.8046      0.0543      0.0351       3.580      28.207      14.426              
        78.8        0.55      0.8230      0.0493      0.0328       3.344      26.349      13.094              
        82.8        0.58      0.8390      0.0442      0.0303       3.086      24.313      11.731              
        86.7        0.60      0.8513      0.0389      0.0275       2.808      22.118      10.336              
        90.7        0.63      0.8582      0.0336      0.0246       2.511      19.783       8.914              
        94.6        0.66      0.8574      0.0281      0.0215       2.198      17.312       7.469              
        98.5        0.68      0.8446      0.0226      0.0183       1.867      14.711       6.002              
       102.5        0.71      0.8120      0.0170      0.0149       1.524      12.005       4.528              
       106.4        0.74      0.7391      0.0115      0.0115       1.169       9.211       3.045              
       110.4        0.77      0.5540      0.0058      0.0080       0.814       6.413       1.533              
       114.3        0.79     -0.0055      0.0000      0.0047       0.476       3.746      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
