                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1105      0.0450       4.273      20.715      22.859              
         3.9        0.02      0.0559      0.1102      0.0451       4.286      20.777      22.794              
         7.9        0.05      0.1112      0.1093      0.0449       4.271      20.705      22.599              
        11.8        0.07      0.1652      0.1078      0.0448       4.255      20.628      22.295              
        15.8        0.09      0.2173      0.1059      0.0446       4.236      20.538      21.902              
        19.7        0.11      0.2678      0.1037      0.0443       4.206      20.392      21.441              
        23.6        0.14      0.3164      0.1011      0.0439       4.168      20.208      20.915              
        27.6        0.16      0.3633      0.0984      0.0434       4.122      19.982      20.353              
        31.5        0.18      0.4087      0.0955      0.0428       4.064      19.702      19.754              
        35.5        0.21      0.4524      0.0924      0.0421       3.997      19.378      19.118              
        39.4        0.23      0.4941      0.0892      0.0413       3.923      19.021      18.447              
        43.3        0.25      0.5336      0.0858      0.0404       3.844      18.636      17.743              
        47.3        0.27      0.5700      0.0822      0.0396       3.763      18.243      17.009              
        51.2        0.30      0.6040      0.0785      0.0386       3.671      17.798      16.231              
        55.2        0.32      0.6361      0.0744      0.0375       3.560      17.260      15.392              
        59.1        0.34      0.6664      0.0702      0.0362       3.437      16.662      14.528              
        63.1        0.37      0.6944      0.0659      0.0347       3.302      16.007      13.636              
        67.0        0.39      0.7203      0.0615      0.0332       3.156      15.302      12.727              
        70.9        0.41      0.7445      0.0570      0.0315       2.996      14.525      11.793              
        74.9        0.43      0.7667      0.0524      0.0297       2.822      13.680      10.835              
        78.8        0.46      0.7859      0.0476      0.0277       2.635      12.775       9.853              
        82.8        0.48      0.8020      0.0428      0.0256       2.434      11.802       8.846              
        86.7        0.50      0.8136      0.0378      0.0234       2.221      10.767       7.815              
        90.6        0.53      0.8194      0.0328      0.0210       1.999       9.689       6.775              
        94.6        0.55      0.8166      0.0276      0.0186       1.766       8.559       5.717              
        98.5        0.57      0.8015      0.0224      0.0160       1.519       7.365       4.634              
       102.5        0.59      0.7668      0.0170      0.0132       1.256       6.089       3.525              
       106.4        0.62      0.6915      0.0115      0.0103       0.977       4.738       2.382              
       110.3        0.64      0.5026      0.0058      0.0074       0.704       3.413       1.203              
       114.3        0.66     -0.0007      0.0000      0.0050       0.477       2.312      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
