                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0981      0.0355       0.098       1.549       1.921              
         1.2        0.02      0.0620      0.0967      0.0358       0.099       1.561       1.893              
         2.4        0.05      0.1211      0.0951      0.0360       0.100       1.572       1.862              
         3.7        0.07      0.1774      0.0934      0.0362       0.100       1.580       1.828              
         4.9        0.09      0.2310      0.0915      0.0364       0.101       1.586       1.792              
         6.1        0.11      0.2818      0.0895      0.0364       0.101       1.590       1.753              
         7.3        0.14      0.3299      0.0874      0.0365       0.101       1.591       1.711              
         8.5        0.16      0.3753      0.0851      0.0364       0.101       1.590       1.667              
         9.7        0.18      0.4180      0.0827      0.0363       0.101       1.585       1.620              
        11.0        0.21      0.4582      0.0802      0.0361       0.100       1.576       1.570              
        12.2        0.23      0.4958      0.0775      0.0359       0.099       1.564       1.517              
        13.4        0.25      0.5307      0.0746      0.0355       0.098       1.548       1.461              
        14.6        0.28      0.5631      0.0716      0.0350       0.097       1.527       1.401              
        15.8        0.30      0.5928      0.0683      0.0344       0.095       1.499       1.337              
        17.0        0.32      0.6200      0.0647      0.0335       0.093       1.462       1.267              
        18.3        0.34      0.6445      0.0610      0.0326       0.090       1.421       1.195              
        19.5        0.37      0.6666      0.0572      0.0315       0.087       1.375       1.120              
        20.7        0.39      0.6862      0.0533      0.0303       0.084       1.323       1.044              
        21.9        0.41      0.7028      0.0494      0.0290       0.080       1.265       0.966              
        23.1        0.44      0.7160      0.0453      0.0276       0.076       1.203       0.887              
        24.3        0.46      0.7257      0.0411      0.0260       0.072       1.135       0.805              
        25.6        0.48      0.7328      0.0369      0.0242       0.067       1.058       0.722              
        26.8        0.50      0.7360      0.0325      0.0223       0.062       0.973       0.637              
        28.0        0.53      0.7341      0.0281      0.0202       0.056       0.881       0.550              
        29.2        0.55      0.7226      0.0236      0.0180       0.050       0.784       0.462              
        30.4        0.57      0.6973      0.0190      0.0156       0.043       0.682       0.372              
        31.6        0.60      0.6509      0.0143      0.0132       0.036       0.574       0.281              
        32.9        0.62      0.5660      0.0096      0.0106       0.029       0.460       0.189              
        34.1        0.64      0.3969      0.0049      0.0079       0.022       0.343       0.095              
        35.3        0.67      0.0007      0.0000      0.0054       0.015       0.236       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
