                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1107      0.0490       5.820      26.202      26.564              
         4.2        0.02      0.0499      0.1108      0.0506       6.008      27.047      26.585              
         8.5        0.05      0.0968      0.1109      0.0523       6.208      27.947      26.609              
        12.7        0.07      0.1406      0.1108      0.0539       6.398      28.804      26.575              
        16.9        0.09      0.1846      0.1098      0.0543       6.443      29.006      26.338              
        21.2        0.11      0.2301      0.1084      0.0537       6.374      28.694      25.991              
        25.4        0.14      0.2754      0.1067      0.0530       6.291      28.319      25.582              
        29.6        0.16      0.3204      0.1047      0.0522       6.194      27.885      25.118              
        33.9        0.18      0.3649      0.1024      0.0512       6.080      27.372      24.571              
        38.1        0.21      0.4082      0.0997      0.0501       5.949      26.780      23.905              
        42.3        0.23      0.4499      0.0965      0.0489       5.809      26.152      23.157              
        46.6        0.25      0.4898      0.0931      0.0477       5.659      25.478      22.328              
        50.8        0.27      0.5262      0.0894      0.0465       5.517      24.835      21.433              
        55.0        0.30      0.5603      0.0854      0.0452       5.366      24.157      20.491              
        59.3        0.32      0.5927      0.0811      0.0437       5.187      23.352      19.458              
        63.5        0.34      0.6231      0.0767      0.0421       4.997      22.496      18.393              
        67.7        0.36      0.6514      0.0721      0.0404       4.794      21.582      17.293              
        72.0        0.39      0.6763      0.0674      0.0386       4.585      20.642      16.160              
        76.2        0.41      0.6970      0.0626      0.0368       4.374      19.689      15.004              
        80.4        0.43      0.7169      0.0574      0.0347       4.120      18.547      13.772              
        84.7        0.46      0.7349      0.0522      0.0324       3.842      17.297      12.509              
        88.9        0.48      0.7505      0.0469      0.0299       3.550      15.980      11.240              
        93.1        0.50      0.7619      0.0415      0.0273       3.242      14.594       9.947              
        97.3        0.52      0.7700      0.0359      0.0245       2.904      13.075       8.615              
       101.6        0.55      0.7697      0.0302      0.0215       2.550      11.478       7.245              
       105.8        0.57      0.7582      0.0245      0.0184       2.183       9.827       5.865              
       110.0        0.59      0.7260      0.0186      0.0152       1.801       8.107       4.455              
       114.3        0.62      0.6337      0.0125      0.0122       1.443       6.496       3.001              
       118.5        0.64      0.4302      0.0063      0.0094       1.113       5.011       1.516              
       122.7        0.66      0.0001      0.0000      0.0070       0.835       3.760       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
