                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0978      0.0374       0.013       0.408       0.479              
         0.6        0.02      0.0588      0.0964      0.0376       0.013       0.410       0.472              
         1.2        0.05      0.1152      0.0948      0.0378       0.013       0.412       0.464              
         1.8        0.07      0.1692      0.0930      0.0379       0.013       0.413       0.455              
         2.4        0.09      0.2206      0.0912      0.0380       0.013       0.414       0.446              
         3.0        0.11      0.2694      0.0892      0.0380       0.013       0.414       0.437              
         3.7        0.14      0.3155      0.0871      0.0380       0.013       0.415       0.426              
         4.3        0.16      0.3589      0.0848      0.0380       0.013       0.414       0.415              
         4.9        0.18      0.3995      0.0824      0.0379       0.013       0.413       0.403              
         5.5        0.21      0.4372      0.0798      0.0377       0.013       0.411       0.391              
         6.1        0.23      0.4722      0.0771      0.0375       0.013       0.409       0.377              
         6.7        0.25      0.5042      0.0743      0.0372       0.013       0.406       0.363              
         7.3        0.28      0.5334      0.0712      0.0368       0.013       0.401       0.349              
         7.9        0.30      0.5596      0.0679      0.0362       0.013       0.395       0.332              
         8.5        0.32      0.5829      0.0643      0.0355       0.012       0.387       0.315              
         9.1        0.34      0.6032      0.0607      0.0347       0.012       0.378       0.297              
         9.7        0.37      0.6209      0.0569      0.0337       0.012       0.367       0.279              
        10.3        0.39      0.6362      0.0531      0.0326       0.011       0.355       0.260              
        11.0        0.41      0.6491      0.0492      0.0313       0.011       0.342       0.241              
        11.6        0.44      0.6597      0.0452      0.0299       0.010       0.326       0.221              
        12.2        0.46      0.6679      0.0410      0.0282       0.010       0.308       0.201              
        12.8        0.48      0.6732      0.0368      0.0264       0.009       0.287       0.180              
        13.4        0.51      0.6756      0.0325      0.0243       0.008       0.265       0.159              
        14.0        0.53      0.6742      0.0280      0.0220       0.008       0.240       0.137              
        14.6        0.55      0.6643      0.0235      0.0195       0.007       0.213       0.115              
        15.2        0.57      0.6417      0.0189      0.0169       0.006       0.185       0.093              
        15.8        0.60      0.5986      0.0143      0.0143       0.005       0.156       0.070              
        16.4        0.62      0.5200      0.0096      0.0114       0.004       0.125       0.047              
        17.0        0.64      0.3640      0.0048      0.0085       0.003       0.093       0.024              
        17.7        0.67     -0.0009      0.0000      0.0059       0.002       0.064       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
