                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0977      0.0373       0.002       0.102       0.120              
         0.3        0.02      0.0589      0.0962      0.0375       0.002       0.102       0.118              
         0.6        0.05      0.1154      0.0946      0.0377       0.002       0.103       0.116              
         0.9        0.07      0.1694      0.0929      0.0378       0.002       0.103       0.114              
         1.2        0.09      0.2208      0.0910      0.0379       0.002       0.103       0.111              
         1.5        0.11      0.2696      0.0890      0.0379       0.002       0.103       0.109              
         1.8        0.14      0.3157      0.0869      0.0379       0.002       0.103       0.106              
         2.1        0.16      0.3591      0.0846      0.0379       0.002       0.103       0.104              
         2.4        0.18      0.3996      0.0822      0.0378       0.002       0.103       0.101              
         2.7        0.21      0.4374      0.0797      0.0376       0.002       0.103       0.098              
         3.0        0.23      0.4723      0.0770      0.0374       0.002       0.102       0.094              
         3.3        0.25      0.5043      0.0741      0.0371       0.002       0.101       0.091              
         3.7        0.28      0.5335      0.0711      0.0367       0.002       0.100       0.087              
         4.0        0.30      0.5597      0.0678      0.0362       0.002       0.099       0.083              
         4.3        0.32      0.5829      0.0642      0.0354       0.002       0.097       0.079              
         4.6        0.34      0.6032      0.0606      0.0346       0.001       0.094       0.074              
         4.9        0.37      0.6209      0.0568      0.0336       0.001       0.092       0.070              
         5.2        0.39      0.6362      0.0530      0.0325       0.001       0.089       0.065              
         5.5        0.41      0.6491      0.0491      0.0313       0.001       0.085       0.060              
         5.8        0.44      0.6597      0.0451      0.0298       0.001       0.081       0.055              
         6.1        0.46      0.6679      0.0409      0.0282       0.001       0.077       0.050              
         6.4        0.48      0.6732      0.0367      0.0263       0.001       0.072       0.045              
         6.7        0.51      0.6756      0.0324      0.0242       0.001       0.066       0.040              
         7.0        0.53      0.6741      0.0280      0.0219       0.001       0.060       0.034              
         7.3        0.55      0.6641      0.0235      0.0195       0.001       0.053       0.029              
         7.6        0.57      0.6415      0.0189      0.0169       0.001       0.046       0.023              
         7.9        0.60      0.5983      0.0143      0.0142       0.001       0.039       0.017              
         8.2        0.62      0.5198      0.0096      0.0114       0.000       0.031       0.012              
         8.5        0.64      0.3615      0.0048      0.0085       0.000       0.023       0.006              
         8.8        0.67     -0.0014      0.0000      0.0059       0.000       0.016       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
