                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1065      0.0466       2.682      15.368      15.765              
         3.3        0.02      0.0527      0.1050      0.0456       2.626      15.044      15.545              
         6.7        0.05      0.1058      0.1033      0.0447       2.575      14.755      15.299              
        10.0        0.07      0.1588      0.1015      0.0439       2.528      14.487      15.028              
        13.4        0.09      0.2113      0.0995      0.0431       2.484      14.231      14.730              
        16.7        0.11      0.2629      0.0973      0.0424       2.440      13.983      14.405              
        20.0        0.14      0.3133      0.0949      0.0416       2.398      13.739      14.057              
        23.4        0.16      0.3623      0.0924      0.0409       2.356      13.498      13.687              
        26.7        0.18      0.4094      0.0898      0.0402       2.314      13.257      13.293              
        30.1        0.21      0.4546      0.0869      0.0394       2.270      13.007      12.874              
        33.4        0.23      0.4976      0.0839      0.0386       2.225      12.747      12.428              
        36.7        0.25      0.5382      0.0808      0.0378       2.177      12.476      11.960              
        40.1        0.27      0.5764      0.0774      0.0369       2.126      12.182      11.464              
        43.4        0.30      0.6120      0.0738      0.0359       2.069      11.854      10.934              
        46.8        0.32      0.6446      0.0700      0.0348       2.004      11.483      10.360              
        50.1        0.34      0.6742      0.0660      0.0336       1.937      11.097       9.773              
        53.4        0.37      0.7015      0.0619      0.0324       1.864      10.678       9.172              
        56.8        0.39      0.7267      0.0578      0.0310       1.783      10.216       8.557              
        60.1        0.41      0.7498      0.0535      0.0294       1.695       9.712       7.927              
        63.5        0.44      0.7707      0.0492      0.0278       1.599       9.162       7.282              
        66.8        0.46      0.7887      0.0447      0.0260       1.495       8.568       6.620              
        70.1        0.48      0.8035      0.0401      0.0240       1.383       7.926       5.942              
        73.5        0.50      0.8146      0.0354      0.0219       1.262       7.229       5.245              
        76.8        0.53      0.8205      0.0306      0.0197       1.133       6.493       4.538              
        80.2        0.55      0.8180      0.0258      0.0173       0.998       5.716       3.817              
        83.5        0.57      0.8034      0.0208      0.0148       0.855       4.898       3.084              
        86.8        0.60      0.7695      0.0158      0.0122       0.703       4.030       2.337              
        90.2        0.62      0.6991      0.0106      0.0094       0.541       3.101       1.573              
        93.5        0.64      0.5284      0.0053      0.0065       0.373       2.139       0.791              
        96.9        0.66     -0.0014      0.0000      0.0040       0.230       1.321      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
