                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0979      0.0367       0.043       0.901       1.078              
         0.9        0.02      0.0599      0.0964      0.0369       0.043       0.906       1.062              
         1.8        0.05      0.1173      0.0948      0.0371       0.043       0.911       1.045              
         2.7        0.07      0.1720      0.0931      0.0372       0.044       0.914       1.026              
         3.6        0.09      0.2242      0.0913      0.0374       0.044       0.917       1.005              
         4.6        0.11      0.2737      0.0893      0.0374       0.044       0.918       0.983              
         5.5        0.14      0.3205      0.0872      0.0374       0.044       0.919       0.960              
         6.4        0.16      0.3646      0.0849      0.0374       0.044       0.918       0.935              
         7.3        0.18      0.4059      0.0825      0.0373       0.044       0.916       0.909              
         8.2        0.21      0.4445      0.0800      0.0371       0.043       0.911       0.881              
         9.1        0.23      0.4804      0.0773      0.0369       0.043       0.905       0.851              
        10.0        0.25      0.5135      0.0744      0.0366       0.043       0.897       0.820              
        10.9        0.28      0.5439      0.0714      0.0361       0.042       0.887       0.786              
        11.9        0.30      0.5714      0.0681      0.0355       0.042       0.872       0.750              
        12.8        0.32      0.5961      0.0645      0.0348       0.041       0.853       0.711              
        13.7        0.34      0.6180      0.0609      0.0339       0.040       0.832       0.670              
        14.6        0.37      0.6373      0.0571      0.0329       0.038       0.807       0.629              
        15.5        0.39      0.6541      0.0533      0.0318       0.037       0.779       0.587              
        16.4        0.41      0.6684      0.0493      0.0305       0.036       0.748       0.543              
        17.3        0.44      0.6801      0.0453      0.0290       0.034       0.712       0.499              
        18.2        0.46      0.6889      0.0411      0.0274       0.032       0.672       0.453              
        19.2        0.48      0.6951      0.0369      0.0256       0.030       0.628       0.407              
        20.1        0.50      0.6979      0.0326      0.0236       0.028       0.578       0.359              
        21.0        0.53      0.6965      0.0281      0.0213       0.025       0.523       0.310              
        21.9        0.55      0.6863      0.0236      0.0189       0.022       0.465       0.260              
        22.8        0.57      0.6631      0.0190      0.0165       0.019       0.404       0.210              
        23.7        0.60      0.6191      0.0144      0.0138       0.016       0.340       0.158              
        24.6        0.62      0.5383      0.0096      0.0111       0.013       0.272       0.106              
        25.5        0.64      0.3777      0.0048      0.0082       0.010       0.202       0.053              
        26.5        0.67     -0.0010      0.0000      0.0057       0.007       0.139       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
