                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1006      0.0443       0.414       4.352       4.431              
         1.8        0.02      0.0522      0.0990      0.0435       0.406       4.266       4.363              
         3.6        0.05      0.1047      0.0974      0.0426       0.398       4.184       4.290              
         5.5        0.07      0.1571      0.0956      0.0418       0.391       4.105       4.210              
         7.3        0.09      0.2091      0.0936      0.0410       0.384       4.028       4.124              
         9.1        0.11      0.2603      0.0915      0.0403       0.376       3.954       4.032              
        10.9        0.14      0.3103      0.0893      0.0396       0.370       3.883       3.933              
        12.8        0.16      0.3590      0.0869      0.0388       0.363       3.812       3.828              
        14.6        0.18      0.4059      0.0844      0.0381       0.356       3.739       3.716              
        16.4        0.21      0.4510      0.0816      0.0373       0.349       3.665       3.597              
        18.2        0.23      0.4938      0.0788      0.0366       0.342       3.589       3.471              
        20.0        0.25      0.5342      0.0758      0.0357       0.334       3.509       3.338              
        21.9        0.27      0.5719      0.0726      0.0349       0.326       3.425       3.197              
        23.7        0.30      0.6065      0.0691      0.0340       0.317       3.333       3.046              
        25.5        0.32      0.6373      0.0655      0.0330       0.308       3.235       2.884              
        27.3        0.34      0.6643      0.0617      0.0319       0.298       3.135       2.719              
        29.2        0.37      0.6889      0.0579      0.0308       0.288       3.025       2.551              
        31.0        0.39      0.7111      0.0540      0.0296       0.276       2.903       2.378              
        32.8        0.41      0.7306      0.0500      0.0282       0.264       2.769       2.201              
        34.6        0.44      0.7467      0.0459      0.0268       0.250       2.626       2.022              
        36.5        0.46      0.7598      0.0417      0.0251       0.235       2.468       1.836              
        38.3        0.48      0.7699      0.0374      0.0234       0.219       2.296       1.649              
        40.1        0.50      0.7765      0.0330      0.0214       0.200       2.105       1.455              
        41.9        0.53      0.7782      0.0286      0.0193       0.181       1.898       1.258              
        43.7        0.55      0.7688      0.0240      0.0172       0.160       1.685       1.057              
        45.6        0.57      0.7459      0.0193      0.0149       0.139       1.458       0.852              
        47.4        0.60      0.7018      0.0146      0.0124       0.116       1.218       0.644              
        49.2        0.62      0.6198      0.0098      0.0098       0.092       0.962       0.432              
        51.0        0.64      0.4469      0.0049      0.0071       0.066       0.696       0.218              
        52.9        0.66     -0.0004      0.0000      0.0047       0.044       0.461       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
