                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1082      0.0434       3.242      17.027      19.070              
         3.6        0.02      0.0568      0.1068      0.0430       3.218      16.899      18.823              
         7.3        0.05      0.1128      0.1052      0.0427       3.193      16.770      18.538              
        10.9        0.07      0.1674      0.1034      0.0424       3.173      16.663      18.220              
        14.6        0.09      0.2204      0.1014      0.0421       3.150      16.544      17.868              
        18.2        0.11      0.2718      0.0992      0.0418       3.124      16.410      17.482              
        21.9        0.14      0.3214      0.0968      0.0414       3.095      16.256      17.066              
        25.5        0.16      0.3691      0.0943      0.0410       3.063      16.086      16.625              
        29.1        0.18      0.4149      0.0917      0.0405       3.025      15.890      16.155              
        32.8        0.21      0.4586      0.0888      0.0399       2.984      15.673      15.653              
        36.4        0.23      0.4999      0.0858      0.0393       2.938      15.430      15.120              
        40.1        0.25      0.5389      0.0826      0.0386       2.887      15.161      14.558              
        43.7        0.27      0.5755      0.0792      0.0378       2.829      14.856      13.965              
        47.4        0.30      0.6099      0.0756      0.0369       2.760      14.494      13.329              
        51.0        0.32      0.6421      0.0717      0.0358       2.676      14.055      12.636              
        54.6        0.34      0.6718      0.0677      0.0346       2.586      13.580      11.922              
        58.3        0.37      0.6993      0.0635      0.0333       2.488      13.066      11.194              
        61.9        0.39      0.7248      0.0593      0.0318       2.379      12.497      10.444              
        65.6        0.41      0.7484      0.0549      0.0302       2.261      11.875       9.677              
        69.2        0.44      0.7700      0.0505      0.0285       2.131      11.194       8.892              
        72.9        0.46      0.7888      0.0459      0.0266       1.991      10.458       8.084              
        76.5        0.48      0.8045      0.0412      0.0246       1.840       9.665       7.258              
        80.1        0.50      0.8161      0.0364      0.0225       1.679       8.819       6.412              
        83.8        0.53      0.8221      0.0315      0.0202       1.508       7.919       5.549              
        87.4        0.55      0.8205      0.0265      0.0177       1.327       6.969       4.670              
        91.1        0.57      0.8070      0.0214      0.0152       1.136       5.967       3.775              
        94.7        0.60      0.7751      0.0163      0.0125       0.934       4.904       2.865              
        98.4        0.62      0.7045      0.0110      0.0096       0.719       3.777       1.932              
       102.0        0.64      0.5300      0.0055      0.0067       0.500       2.625       0.974              
       105.6        0.66     -0.0009      0.0000      0.0042       0.316       1.661      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
