                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1047      0.0540       1.703      11.927      10.378              
         2.7        0.02      0.0455      0.1031      0.0519       1.636      11.457      10.219              
         5.5        0.05      0.0930      0.1013      0.0499       1.574      11.021      10.046              
         8.2        0.07      0.1421      0.0994      0.0481       1.516      10.617       9.856              
        10.9        0.09      0.1924      0.0973      0.0464       1.462      10.241       9.649              
        13.7        0.11      0.2432      0.0951      0.0448       1.413       9.892       9.427              
        16.4        0.14      0.2941      0.0927      0.0433       1.366       9.568       9.190              
        19.1        0.16      0.3446      0.0902      0.0420       1.323       9.267       8.937              
        21.9        0.18      0.3942      0.0874      0.0406       1.282       8.978       8.668              
        24.6        0.21      0.4426      0.0846      0.0394       1.242       8.701       8.383              
        27.3        0.23      0.4891      0.0815      0.0382       1.204       8.434       8.082              
        30.1        0.25      0.5333      0.0783      0.0370       1.167       8.175       7.765              
        32.8        0.27      0.5749      0.0750      0.0358       1.131       7.917       7.432              
        35.5        0.30      0.6133      0.0714      0.0347       1.093       7.657       7.077              
        38.3        0.32      0.6471      0.0676      0.0335       1.056       7.398       6.700              
        41.0        0.34      0.6765      0.0637      0.0324       1.021       7.151       6.318              
        43.7        0.37      0.7033      0.0598      0.0312       0.983       6.884       5.928              
        46.5        0.39      0.7279      0.0558      0.0298       0.941       6.590       5.528              
        49.2        0.41      0.7502      0.0516      0.0284       0.895       6.269       5.119              
        51.9        0.44      0.7698      0.0474      0.0268       0.845       5.920       4.700              
        54.7        0.46      0.7866      0.0431      0.0251       0.791       5.541       4.269              
        57.4        0.48      0.8004      0.0386      0.0232       0.732       5.127       3.829              
        60.1        0.50      0.8107      0.0341      0.0212       0.668       4.680       3.378              
        62.9        0.53      0.8161      0.0295      0.0190       0.600       4.200       2.920              
        65.6        0.55      0.8112      0.0248      0.0168       0.529       3.706       2.454              
        68.3        0.57      0.7926      0.0200      0.0144       0.455       3.188       1.980              
        71.1        0.60      0.7532      0.0151      0.0120       0.377       2.640       1.499              
        73.8        0.62      0.6778      0.0102      0.0093       0.292       2.048       1.007              
        76.5        0.64      0.5051      0.0051      0.0065       0.205       1.434       0.507              
        79.3        0.66      0.0018      0.0000      0.0041       0.130       0.909       0.001              
                                                                                                              
                                                                                                              
                                                                                                              
