                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0935      0.0336       0.972       8.753       9.564              
         2.1        0.02      0.0560      0.0916      0.0327       0.945       8.513       9.370              
         4.2        0.04      0.1123      0.0896      0.0319       0.923       8.312       9.165              
         6.4        0.06      0.1678      0.0875      0.0313       0.904       8.141       8.948              
         8.5        0.08      0.2221      0.0852      0.0307       0.888       7.995       8.720              
        10.6        0.10      0.2744      0.0829      0.0302       0.874       7.866       8.481              
        12.7        0.12      0.3245      0.0805      0.0297       0.860       7.745       8.230              
        14.8        0.14      0.3722      0.0779      0.0293       0.847       7.628       7.969              
        17.0        0.16      0.4173      0.0752      0.0288       0.834       7.512       7.697              
        19.1        0.18      0.4595      0.0725      0.0284       0.821       7.392       7.414              
        21.2        0.20      0.4988      0.0696      0.0279       0.807       7.268       7.122              
        23.3        0.22      0.5354      0.0667      0.0274       0.793       7.136       6.823              
        25.4        0.24      0.5696      0.0637      0.0268       0.776       6.986       6.515              
        27.6        0.26      0.6017      0.0606      0.0262       0.757       6.818       6.199              
        29.7        0.28      0.6314      0.0574      0.0254       0.736       6.628       5.873              
        31.8        0.30      0.6589      0.0541      0.0246       0.713       6.419       5.539              
        33.9        0.32      0.6840      0.0508      0.0238       0.687       6.187       5.197              
        36.0        0.34      0.7067      0.0474      0.0228       0.659       5.932       4.844              
        38.2        0.36      0.7268      0.0438      0.0217       0.628       5.653       4.484              
        40.3        0.38      0.7438      0.0402      0.0205       0.594       5.350       4.114              
        42.4        0.40      0.7575      0.0365      0.0193       0.558       5.021       3.736              
        44.5        0.42      0.7671      0.0327      0.0179       0.518       4.667       3.349              
        46.6        0.44      0.7713      0.0289      0.0165       0.476       4.288       2.953              
        48.8        0.46      0.7682      0.0249      0.0149       0.432       3.887       2.551              
        50.9        0.48      0.7535      0.0209      0.0133       0.385       3.470       2.140              
        53.0        0.50      0.7221      0.0169      0.0117       0.337       3.038       1.724              
        55.1        0.52      0.6650      0.0127      0.0099       0.288       2.591       1.302              
        57.2        0.54      0.5632      0.0085      0.0082       0.236       2.128       0.872              
        59.4        0.56      0.3750      0.0043      0.0064       0.184       1.659       0.436              
        61.5        0.58     -0.0059      0.0000      0.0046       0.133       1.199      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
