                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0912      0.0311       0.328       4.134       4.761              
         1.5        0.02      0.0580      0.0894      0.0308       0.324       4.088       4.668              
         3.0        0.04      0.1147      0.0876      0.0305       0.321       4.048       4.570              
         4.5        0.06      0.1697      0.0856      0.0302       0.318       4.011       4.465              
         6.0        0.08      0.2226      0.0834      0.0299       0.315       3.976       4.355              
         7.6        0.10      0.2733      0.0812      0.0297       0.313       3.942       4.239              
         9.1        0.12      0.3215      0.0789      0.0294       0.310       3.905       4.117              
        10.6        0.14      0.3671      0.0764      0.0291       0.307       3.866       3.989              
        12.1        0.16      0.4102      0.0739      0.0288       0.303       3.822       3.856              
        13.6        0.18      0.4505      0.0712      0.0284       0.299       3.773       3.716              
        15.1        0.20      0.4881      0.0684      0.0280       0.295       3.718       3.571              
        16.6        0.22      0.5231      0.0656      0.0275       0.290       3.657       3.422              
        18.1        0.24      0.5557      0.0626      0.0270       0.285       3.587       3.269              
        19.7        0.26      0.5859      0.0596      0.0264       0.278       3.508       3.111              
        21.2        0.28      0.6135      0.0565      0.0257       0.271       3.419       2.949              
        22.7        0.30      0.6386      0.0533      0.0250       0.263       3.321       2.782              
        24.2        0.32      0.6613      0.0500      0.0242       0.255       3.211       2.611              
        25.7        0.34      0.6815      0.0467      0.0232       0.245       3.087       2.435              
        27.2        0.36      0.6989      0.0432      0.0222       0.234       2.951       2.255              
        28.7        0.38      0.7127      0.0397      0.0211       0.223       2.805       2.070              
        30.2        0.40      0.7232      0.0360      0.0199       0.210       2.644       1.881              
        31.7        0.42      0.7297      0.0323      0.0186       0.196       2.468       1.687              
        33.3        0.44      0.7309      0.0285      0.0171       0.181       2.278       1.489              
        34.8        0.46      0.7251      0.0247      0.0156       0.165       2.074       1.287              
        36.3        0.48      0.7085      0.0207      0.0140       0.148       1.860       1.080              
        37.8        0.50      0.6754      0.0167      0.0123       0.130       1.637       0.870              
        39.3        0.52      0.6176      0.0126      0.0106       0.112       1.406       0.657              
        40.8        0.54      0.5176      0.0084      0.0088       0.093       1.168       0.441              
        42.3        0.56      0.3389      0.0042      0.0070       0.073       0.926       0.221              
        43.8        0.58     -0.0046      0.0000      0.0052       0.055       0.688      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
