                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0898      0.0313       0.021       0.666       0.750              
         0.6        0.02      0.0562      0.0881      0.0314       0.021       0.668       0.736              
         1.2        0.04      0.1098      0.0863      0.0315       0.021       0.669       0.720              
         1.8        0.06      0.1608      0.0843      0.0315       0.021       0.670       0.704              
         2.4        0.08      0.2092      0.0823      0.0315       0.021       0.670       0.687              
         3.0        0.10      0.2549      0.0801      0.0315       0.021       0.669       0.669              
         3.6        0.12      0.2979      0.0779      0.0314       0.021       0.668       0.650              
         4.2        0.14      0.3382      0.0755      0.0313       0.021       0.665       0.631              
         4.9        0.16      0.3756      0.0730      0.0311       0.021       0.662       0.610              
         5.5        0.18      0.4103      0.0705      0.0309       0.021       0.658       0.588              
         6.1        0.20      0.4422      0.0677      0.0307       0.021       0.652       0.566              
         6.7        0.22      0.4714      0.0650      0.0303       0.020       0.645       0.542              
         7.3        0.24      0.4980      0.0621      0.0300       0.020       0.637       0.519              
         7.9        0.26      0.5220      0.0592      0.0295       0.020       0.627       0.494              
         8.5        0.28      0.5436      0.0561      0.0289       0.020       0.615       0.469              
         9.1        0.30      0.5627      0.0530      0.0283       0.019       0.601       0.442              
         9.7        0.32      0.5794      0.0498      0.0275       0.019       0.585       0.416              
        10.3        0.34      0.5939      0.0465      0.0266       0.018       0.566       0.388              
        10.9        0.36      0.6063      0.0431      0.0256       0.017       0.544       0.360              
        11.5        0.38      0.6163      0.0396      0.0244       0.016       0.519       0.330              
        12.1        0.40      0.6236      0.0360      0.0231       0.016       0.491       0.300              
        12.7        0.42      0.6275      0.0323      0.0216       0.015       0.460       0.269              
        13.3        0.44      0.6270      0.0285      0.0200       0.013       0.425       0.238              
        14.0        0.46      0.6209      0.0246      0.0182       0.012       0.388       0.205              
        14.6        0.48      0.6058      0.0207      0.0164       0.011       0.349       0.173              
        15.2        0.50      0.5767      0.0166      0.0144       0.010       0.307       0.139              
        15.8        0.52      0.5253      0.0126      0.0125       0.008       0.265       0.105              
        16.4        0.54      0.4368      0.0084      0.0104       0.007       0.222       0.070              
        17.0        0.56      0.2819      0.0042      0.0084       0.006       0.178       0.035              
        17.6        0.58     -0.0054     -0.0001      0.0064       0.004       0.135       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
