                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0903      0.0299       0.162       2.546       3.017              
         1.2        0.02      0.0592      0.0886      0.0299       0.161       2.543       2.960              
         2.4        0.04      0.1160      0.0868      0.0299       0.161       2.539       2.898              
         3.6        0.06      0.1705      0.0848      0.0298       0.161       2.533       2.833              
         4.8        0.08      0.2225      0.0828      0.0297       0.160       2.526       2.764              
         6.0        0.10      0.2720      0.0806      0.0296       0.160       2.515       2.692              
         7.3        0.12      0.3189      0.0783      0.0294       0.159       2.501       2.616              
         8.5        0.14      0.3633      0.0759      0.0292       0.158       2.483       2.535              
         9.7        0.16      0.4051      0.0734      0.0289       0.156       2.461       2.452              
        10.9        0.18      0.4442      0.0708      0.0286       0.154       2.434       2.364              
        12.1        0.20      0.4808      0.0680      0.0282       0.152       2.402       2.272              
        13.3        0.22      0.5148      0.0652      0.0278       0.150       2.365       2.178              
        14.5        0.24      0.5464      0.0623      0.0273       0.147       2.322       2.080              
        15.7        0.26      0.5755      0.0593      0.0267       0.144       2.274       1.980              
        16.9        0.28      0.6018      0.0562      0.0261       0.141       2.220       1.877              
        18.1        0.30      0.6255      0.0530      0.0254       0.137       2.159       1.771              
        19.4        0.32      0.6468      0.0498      0.0246       0.133       2.091       1.663              
        20.6        0.34      0.6656      0.0464      0.0237       0.128       2.013       1.551              
        21.8        0.36      0.6814      0.0430      0.0227       0.122       1.928       1.436              
        23.0        0.38      0.6935      0.0395      0.0216       0.117       1.837       1.319              
        24.2        0.40      0.7021      0.0359      0.0204       0.110       1.735       1.198              
        25.4        0.42      0.7068      0.0322      0.0191       0.103       1.624       1.075              
        26.6        0.44      0.7063      0.0284      0.0177       0.095       1.502       0.949              
        27.8        0.46      0.6989      0.0245      0.0161       0.087       1.371       0.820              
        29.0        0.48      0.6808      0.0206      0.0145       0.078       1.233       0.688              
        30.2        0.50      0.6466      0.0166      0.0128       0.069       1.089       0.554              
        31.5        0.52      0.5879      0.0125      0.0111       0.060       0.940       0.418              
        32.7        0.54      0.4888      0.0084      0.0093       0.050       0.787       0.280              
        33.9        0.56      0.3162      0.0042      0.0074       0.040       0.632       0.140              
        35.1        0.58     -0.0042      0.0000      0.0056       0.030       0.478      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
