                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0957      0.0327       2.008      14.060      16.175              
         2.7        0.02      0.0582      0.0938      0.0322       1.980      13.864      15.861              
         5.4        0.04      0.1153      0.0918      0.0318       1.956      13.699      15.524              
         8.2        0.06      0.1708      0.0897      0.0315       1.935      13.548      15.166              
        10.9        0.08      0.2244      0.0874      0.0311       1.914      13.405      14.788              
        13.6        0.10      0.2759      0.0851      0.0308       1.894      13.262      14.390              
        16.3        0.12      0.3252      0.0826      0.0305       1.873      13.113      13.973              
        19.1        0.14      0.3721      0.0800      0.0301       1.850      12.953      13.536              
        21.8        0.16      0.4165      0.0774      0.0297       1.825      12.778      13.081              
        24.5        0.18      0.4584      0.0745      0.0292       1.797      12.586      12.605              
        27.2        0.20      0.4978      0.0716      0.0287       1.767      12.373      12.109              
        30.0        0.22      0.5346      0.0686      0.0282       1.734      12.140      11.601              
        32.7        0.24      0.5693      0.0655      0.0276       1.696      11.876      11.077              
        35.4        0.26      0.6018      0.0623      0.0269       1.653      11.578      10.537              
        38.1        0.28      0.6321      0.0590      0.0261       1.606      11.247       9.983              
        40.9        0.30      0.6601      0.0557      0.0253       1.554      10.882       9.415              
        43.6        0.32      0.6859      0.0522      0.0243       1.496      10.478       8.831              
        46.3        0.34      0.7094      0.0487      0.0233       1.433      10.036       8.234              
        49.0        0.36      0.7303      0.0451      0.0222       1.364       9.552       7.619              
        51.8        0.38      0.7482      0.0413      0.0210       1.289       9.029       6.990              
        54.5        0.40      0.7626      0.0376      0.0197       1.210       8.471       6.350              
        57.2        0.42      0.7730      0.0337      0.0183       1.124       7.874       5.698              
        59.9        0.44      0.7782      0.0298      0.0168       1.034       7.238       5.033              
        62.6        0.46      0.7768      0.0258      0.0152       0.937       6.560       4.356              
        65.4        0.48      0.7654      0.0217      0.0136       0.834       5.842       3.663              
        68.1        0.50      0.7381      0.0175      0.0118       0.728       5.095       2.957              
        70.8        0.52      0.6855      0.0132      0.0100       0.617       4.318       2.238              
        73.5        0.54      0.5875      0.0089      0.0082       0.503       3.520       1.506              
        76.3        0.56      0.3980      0.0045      0.0063       0.387       2.707       0.757              
        79.0        0.58     -0.0068     -0.0001      0.0044       0.271       1.900      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
