                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0945      0.0331       1.431      11.276      12.622              
         2.4        0.02      0.0571      0.0926      0.0324       1.400      11.031      12.370              
         4.8        0.04      0.1138      0.0906      0.0318       1.374      10.827      12.102              
         7.3        0.06      0.1695      0.0885      0.0313       1.352      10.652      11.819              
         9.7        0.08      0.2235      0.0862      0.0308       1.332      10.495      11.519              
        12.1        0.10      0.2755      0.0839      0.0304       1.314      10.351      11.205              
        14.5        0.12      0.3253      0.0814      0.0300       1.296      10.213      10.877              
        17.0        0.14      0.3727      0.0788      0.0296       1.279      10.073      10.534              
        19.4        0.16      0.4175      0.0762      0.0292       1.260       9.928      10.176              
        21.8        0.18      0.4596      0.0734      0.0287       1.241       9.774       9.804              
        24.2        0.20      0.4989      0.0705      0.0282       1.220       9.610       9.418              
        26.7        0.22      0.5357      0.0675      0.0277       1.197       9.432       9.022              
        29.1        0.24      0.5701      0.0645      0.0271       1.172       9.230       8.614              
        31.5        0.26      0.6024      0.0613      0.0265       1.143       9.002       8.194              
        33.9        0.28      0.6324      0.0581      0.0257       1.110       8.748       7.763              
        36.3        0.30      0.6602      0.0548      0.0249       1.075       8.468       7.321              
        38.8        0.32      0.6856      0.0514      0.0240       1.035       8.156       6.866              
        41.2        0.34      0.7087      0.0479      0.0230       0.992       7.815       6.400              
        43.6        0.36      0.7290      0.0443      0.0219       0.945       7.445       5.923              
        46.0        0.38      0.7463      0.0407      0.0207       0.894       7.044       5.436              
        48.5        0.40      0.7603      0.0369      0.0194       0.839       6.609       4.935              
        50.9        0.42      0.7703      0.0331      0.0181       0.780       6.145       4.427              
        53.3        0.44      0.7749      0.0293      0.0166       0.717       5.649       3.908              
        55.7        0.46      0.7727      0.0253      0.0151       0.650       5.123       3.381              
        58.2        0.48      0.7597      0.0213      0.0134       0.580       4.568       2.840              
        60.6        0.50      0.7302      0.0171      0.0117       0.507       3.991       2.290              
        63.0        0.52      0.6753      0.0130      0.0100       0.431       3.392       1.731              
        65.4        0.54      0.5752      0.0087      0.0082       0.352       2.775       1.161              
        67.9        0.56      0.3856      0.0044      0.0063       0.273       2.148       0.581              
        70.3        0.58     -0.0070     -0.0001      0.0045       0.194       1.532      -0.007              
                                                                                                              
                                                                                                              
                                                                                                              
