                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1106      0.0430       7.976      38.670      39.006              
         3.9        0.02      0.0503      0.1091      0.0428       7.938      38.485      38.508              
         7.8        0.04      0.0998      0.1075      0.0425       7.882      38.211      37.926              
        11.7        0.06      0.1483      0.1055      0.0421       7.805      37.840      37.233              
        15.5        0.08      0.1955      0.1030      0.0416       7.703      37.345      36.328              
        19.4        0.10      0.2416      0.1002      0.0409       7.586      36.778      35.358              
        23.3        0.12      0.2867      0.0976      0.0403       7.467      36.203      34.419              
        27.2        0.14      0.3304      0.0941      0.0393       7.288      35.333      33.183              
        31.1        0.16      0.3729      0.0909      0.0385       7.129      34.563      32.061              
        35.0        0.18      0.4138      0.0876      0.0376       6.970      33.793      30.920              
        38.9        0.20      0.4525      0.0840      0.0367       6.793      32.931      29.650              
        42.8        0.22      0.4880      0.0804      0.0358       6.629      32.139      28.373              
        46.6        0.24      0.5211      0.0769      0.0350       6.478      31.405      27.137              
        50.5        0.26      0.5520      0.0734      0.0341       6.321      30.646      25.893              
        54.4        0.28      0.5809      0.0698      0.0332       6.149      29.812      24.616              
        58.3        0.30      0.6073      0.0661      0.0322       5.975      28.966      23.337              
        62.2        0.32      0.6312      0.0624      0.0312       5.787      28.054      22.021              
        66.1        0.34      0.6527      0.0585      0.0301       5.571      27.011      20.635              
        70.0        0.36      0.6651      0.0543      0.0290       5.379      26.076      19.171              
        73.9        0.37      0.6764      0.0499      0.0277       5.130      24.870      17.618              
        77.7        0.39      0.6893      0.0454      0.0260       4.818      23.356      16.017              
        81.6        0.41      0.6920      0.0407      0.0244       4.522      21.922      14.375              
        85.5        0.43      0.6870      0.0360      0.0227       4.215      20.433      12.697              
        89.4        0.45      0.6797      0.0311      0.0208       3.848      18.655      10.971              
        93.3        0.47      0.6537      0.0262      0.0190       3.513      17.033       9.232              
        97.2        0.49      0.6074      0.0211      0.0172       3.179      15.414       7.452              
       101.1        0.51      0.5224      0.0160      0.0157       2.904      14.080       5.629              
       105.0        0.53      0.4087      0.0107      0.0140       2.586      12.539       3.777              
       108.8        0.55      0.2426      0.0053      0.0122       2.254      10.928       1.884              
       112.7        0.57     -0.0014      0.0000      0.0102       1.886       9.144      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
