                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0997      0.0330       3.707      21.237      25.178              
         3.3        0.02      0.0592      0.0978      0.0330       3.705      21.228      24.702              
         6.7        0.04      0.1161      0.0957      0.0329       3.696      21.179      24.187              
        10.0        0.06      0.1709      0.0936      0.0328       3.682      21.096      23.638              
        13.3        0.08      0.2235      0.0913      0.0326       3.661      20.977      23.056              
        16.6        0.10      0.2740      0.0888      0.0324       3.635      20.826      22.443              
        20.0        0.12      0.3223      0.0863      0.0321       3.602      20.639      21.800              
        23.3        0.14      0.3683      0.0836      0.0317       3.563      20.414      21.126              
        26.6        0.16      0.4123      0.0808      0.0313       3.517      20.148      20.420              
        30.0        0.18      0.4539      0.0779      0.0308       3.463      19.841      19.681              
        33.3        0.20      0.4934      0.0749      0.0303       3.401      19.485      18.908              
        36.6        0.22      0.5305      0.0717      0.0297       3.333      19.098      18.113              
        39.9        0.24      0.5653      0.0685      0.0290       3.258      18.668      17.295              
        43.3        0.26      0.5981      0.0651      0.0283       3.174      18.188      16.457              
        46.6        0.28      0.6289      0.0617      0.0274       3.081      17.655      15.597              
        49.9        0.30      0.6575      0.0583      0.0265       2.980      17.072      14.716              
        53.2        0.32      0.6839      0.0547      0.0255       2.867      16.428      13.810              
        56.6        0.34      0.7083      0.0510      0.0244       2.743      15.718      12.879              
        59.9        0.36      0.7302      0.0472      0.0232       2.609      14.951      11.928              
        63.2        0.38      0.7491      0.0434      0.0220       2.466      14.128      10.954              
        66.6        0.40      0.7645      0.0394      0.0206       2.312      13.247       9.958              
        69.9        0.42      0.7755      0.0354      0.0191       2.148      12.309       8.940              
        73.2        0.44      0.7810      0.0313      0.0176       1.974      11.309       7.895              
        76.5        0.46      0.7771      0.0270      0.0160       1.794      10.277       6.829              
        79.9        0.48      0.7615      0.0227      0.0143       1.605       9.198       5.740              
        83.2        0.50      0.7278      0.0183      0.0126       1.410       8.079       4.626              
        86.5        0.52      0.6665      0.0138      0.0108       1.210       6.933       3.496              
        89.9        0.54      0.5583      0.0093      0.0090       1.008       5.773       2.348              
        93.2        0.56      0.3542      0.0047      0.0074       0.826       4.733       1.177              
        96.5        0.58     -0.0063     -0.0001      0.0059       0.664       3.802      -0.016              
                                                                                                              
                                                                                                              
                                                                                                              
