
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.0986      0.0378       0.793       7.139       7.790
         2.1        0.02      0.0558      0.0968      0.0367       0.769       6.922       7.646
         4.2        0.04      0.1124      0.0948      0.0357       0.748       6.731       7.490
         6.3        0.06      0.1688      0.0927      0.0349       0.731       6.577       7.322
         8.4        0.08      0.2238      0.0904      0.0342       0.717       6.451       7.143
        10.5        0.11      0.2770      0.0880      0.0336       0.705       6.343       6.954
        12.6        0.13      0.3278      0.0855      0.0331       0.694       6.247       6.755
        14.7        0.15      0.3760      0.0828      0.0326       0.684       6.158       6.546
        16.8        0.17      0.4214      0.0801      0.0322       0.674       6.068       6.326
        18.9        0.19      0.4640      0.0772      0.0317       0.664       5.977       6.098
        21.0        0.21      0.5035      0.0741      0.0312       0.653       5.880       5.859
        23.2        0.23      0.5402      0.0710      0.0306       0.642       5.777       5.614
        25.3        0.25      0.5742      0.0679      0.0300       0.629       5.663       5.362
        27.4        0.28      0.6058      0.0646      0.0293       0.615       5.533       5.103
        29.5        0.30      0.6353      0.0612      0.0285       0.598       5.385       4.836
        31.6        0.32      0.6623      0.0577      0.0277       0.580       5.220       4.561
        33.7        0.34      0.6869      0.0542      0.0267       0.559       5.037       4.280
        35.8        0.36      0.7091      0.0505      0.0256       0.537       4.832       3.989
        37.9        0.38      0.7287      0.0467      0.0244       0.512       4.607       3.691
        40.0        0.40      0.7451      0.0428      0.0231       0.484       4.362       3.385
        42.1        0.42      0.7580      0.0389      0.0217       0.455       4.098       3.074
        44.2        0.44      0.7672      0.0349      0.0202       0.423       3.811       2.755
        46.3        0.47      0.7716      0.0307      0.0186       0.389       3.500       2.430
        48.4        0.49      0.7694      0.0266      0.0168       0.352       3.170       2.099
        50.5        0.51      0.7567      0.0223      0.0150       0.314       2.825       1.763
        52.6        0.53      0.7261      0.0180      0.0131       0.274       2.471       1.420
        54.7        0.55      0.6688      0.0136      0.0112       0.234       2.106       1.072
        56.8        0.57      0.5652      0.0091      0.0092       0.193       1.734       0.718
        58.9        0.59      0.3744      0.0046      0.0072       0.151       1.362       0.360
        61.0        0.61     -0.0029      0.0000      0.0053       0.111       1.000      -0.002



