
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.1092      0.0473       9.750      40.968      39.626
         4.4        0.02      0.0473      0.1090      0.0477       9.837      41.332      39.546
         8.8        0.04      0.0936      0.1088      0.0482       9.927      41.712      39.470
        13.2        0.06      0.1394      0.1085      0.0484       9.975      41.913      39.377
        17.7        0.08      0.1845      0.1075      0.0483       9.958      41.841      39.023
        22.1        0.10      0.2289      0.1059      0.0479       9.882      41.520      38.437
        26.5        0.12      0.2725      0.1040      0.0474       9.781      41.096      37.738
        30.9        0.15      0.3148      0.1017      0.0468       9.658      40.580      36.902
        35.3        0.17      0.3548      0.0988      0.0461       9.514      39.976      35.849
        39.7        0.19      0.3922      0.0956      0.0455       9.375      39.390      34.702
        44.1        0.21      0.4273      0.0923      0.0448       9.228      38.772      33.493
        48.6        0.23      0.4604      0.0889      0.0440       9.069      38.103      32.242
        53.0        0.25      0.4922      0.0850      0.0430       8.856      37.211      30.857
        57.4        0.27      0.5214      0.0813      0.0420       8.655      36.367      29.488
        61.8        0.29      0.5483      0.0774      0.0409       8.437      35.450      28.071
        66.2        0.31      0.5733      0.0732      0.0397       8.181      34.376      26.563
        70.6        0.33      0.5963      0.0688      0.0383       7.890      33.150      24.980
        75.0        0.35      0.6176      0.0643      0.0366       7.555      31.746      23.319
        79.5        0.37      0.6332      0.0598      0.0352       7.266      30.529      21.714
        83.9        0.39      0.6446      0.0553      0.0338       6.968      29.279      20.084
        88.3        0.41      0.6517      0.0507      0.0322       6.648      27.932      18.401
        92.7        0.44      0.6527      0.0459      0.0306       6.313      26.524      16.668
        97.1        0.46      0.6472      0.0410      0.0289       5.955      25.021      14.882
       101.5        0.48      0.6337      0.0359      0.0270       5.572      23.412      13.042
       105.9        0.50      0.6067      0.0307      0.0252       5.190      21.808      11.145
       110.4        0.52      0.5696      0.0252      0.0229       4.721      19.836       9.137
       114.8        0.54      0.5161      0.0194      0.0202       4.167      17.508       7.027
       119.2        0.56      0.4058      0.0132      0.0182       3.754      15.773       4.792
       123.6        0.58      0.2698      0.0072      0.0155       3.202      13.456       2.622
       128.0        0.60      0.0232      0.0005      0.0135       2.777      11.668       0.189



